dist,smooth_w,smooth_g,drn_ar
30,60.4056470672566,0.08082019,18659700
60,58.118556856688,0.07956065,18657900
90,55.420374612452,0.0773316,18655200
120,52.9237360408738,0.07523142,18654300
150,50.8214716126785,0.07531554,18640800
192.4264,48.5730259426796,0.07252749,18616500
222.4264,48.5730259426796,0.07252749,18613800
252.4264,48.5730259426796,0.07252749,18611100
282.4264,47.7418431188999,0.073284,18594900
312.4264,46.478662958463,0.07171807,18591300
342.4264,45.0984170322021,0.07016145,18552600
372.4264,45.0984170322021,0.07016145,18543600
444.8528,42.9258286338346,0.06730641,18530100
474.8528,41.8386609378737,0.06871762,18527400
504.8528,41.8386609378737,0.06871762,18511200
534.8528,42.7100753403996,0.06879651,18486900
564.8528,42.7565520641392,0.06921503,18472500
594.8528,41.0817523936289,0.07079401,18460800
624.8528,38.7718035819389,0.07261188,18441900
654.8528,37.5222718367201,0.07137151,18432000
684.8528,37.5222718367201,0.07137151,18264600
757.2792,34.7427735248429,0.06128569,18234000
799.7056,32.0683826578215,0.06394366,18231300
842.132,29.3615591010893,0.06436212,18227700
914.5583,24.0557114967856,0.07056142,18202500
944.5583,24.0557114967856,0.07056142,18201600
974.5583,22.5349133658526,0.06876659,18195300
1076.985,20.4887315023986,0.07272869,18123300
1106.985,20.8264906516459,0.07474037,18106200
1149.411,20.8011746578808,0.07652391,17982000
1191.838,19.8633904152074,0.07692106,17970300
1234.264,19.8982913896267,0.07621439,17958600
1264.264,19.4260771882677,0.07562547,17917200
1306.69,20.2402188712648,0.08427576,17899200
1349.117,21.018369122917,0.09708192,17659800
1379.117,21.018369122917,0.09708192,17645400
1409.117,21.5829434581879,0.09710097,17642700
1451.543,22.2935727792835,0.1028046,17631900
1493.969,22.7889145210679,0.09952793,17629200
1536.396,22.2822086393237,0.09670311,17591400
1578.822,22.2044825057585,0.09825924,17581500
1608.822,22.6461582106506,0.09765687,17523000
1681.249,22.6320587732538,0.1033055,17503200
1723.675,22.3771573106642,0.1097604,17141400
1766.101,21.9927492086641,0.1149766,17086500
1796.101,21.3322289016706,0.1155874,17082900
1838.528,20.6382410481924,0.1207768,6093900
1880.954,20.4127598865391,0.119909,15834600
1923.381,19.6434091362614,0.1192986,15831000
1953.381,18.7553644481824,0.1235381,15822000
2025.807,17.5736407770599,0.1237316,15775200
2068.233,16.7152918783451,0.1224163,15690600
2128.233,16.3979503467921,0.1235153,15649200
2170.66,16.3979503467921,0.1235153,15647400
2213.086,16.5600834033686,0.12824,15629400
2243.086,16.3547819321944,0.1316186,15624900
2285.513,15.9206502699234,0.1286751,15560100
2327.939,15.0142001843242,0.1289179,12579300
2400.366,12.7773271020134,0.1183802,12573900
2430.366,11.7310777998903,0.1195939,12573000
2472.792,10.7857861496017,0.1259902,12572100
2515.219,10.7857861496017,0.1259902,12571200
2557.646,10.7979255950167,0.1332408,12570300
2600.072,10.8877046358609,0.1350792,12546000
