dist,smooth_w,smooth_g,drn_ar
452.132,5.08844217251275,0.1983874,7536600
524.5584,5.03815052259646,0.1861163,7454700
596.9848,5.0512940152671,0.1815844,7399800
639.4112,5.07935849679665,0.1842101,7344000
669.4112,5.07935849679665,0.1842101,7340400
741.8376,5.15507820597459,0.1926619,7254000
814.264,5.04981980652126,0.189546,7181100
856.6904,4.95625678478496,0.1954362,7115400
899.1168,4.87717938367674,0.1964327,7113600
929.1168,4.85776331901692,0.1956267,6940800
971.5432,4.83162108763441,0.2027413,6877800
1013.97,4.83162108763441,0.2027413,6870600
1056.396,4.87756171718167,0.2076496,6800400
1098.822,4.9458295931206,0.2074979,6784200
1171.249,5.08881030317669,0.1997059,6713100
1213.675,5.08881030317669,0.1997059,6514200
1286.102,5.0794295609416,0.2005576,6335100
1328.528,4.88977916103317,0.1900713,6321600
1358.528,4.81182099558556,0.1902362,6287400
1388.528,4.81182099558556,0.1902362,6275700
1418.528,4.84113658110435,0.1888167,6266700
1448.528,4.96387901984464,0.1912134,6241500
1520.954,4.99113851935689,0.2014369,6179400
1550.954,4.99113851935689,0.2014369,5500800
1593.381,4.97298206869373,0.2076231,5499000
