river_w,river_w_std,cl_d,cl_d_std,up_dist,dn_dist,drain_area,pw_drain_area,grad
18.6944198608398,1.01261035705394,5295.31911892361,6.9431521568146,5159.849,8887.856,21609900,21684156.106317,0.05892557
20.9419012803298,1.22171664470744,5275.68686147837,4.82752598288073,5129.849,8917.856,21610800,21685059.198904,0.008333334
24.706423366771,1.52092924932854,5257.34690946691,6.10718593286263,5129.849,8917.856,21610800,21685059.198904,0.008333334
26.399800491333,2.3343406148858,5229.23292643229,10.9130610103678,5087.422,8960.283,21612600,21686865.384078,0.02124592
21.5918817520142,0.976023386781992,5207.23486328125,1.50860838235179,5087.422,8960.283,21612600,21686865.384078,0.02124592
17.0635276862553,2.52441723286348,5185.64282226562,11.0754577015431,5044.996,9002.71,22285800,22362378.6391497,0.05303301
12.7042325337728,1.0142799746394,5163.12003580729,2.53826150633073,5044.996,9002.71,22285800,22362378.6391497,0.05303301
11.9748242696126,0.475483969358011,5139.80428059896,10.865700901291,5002.57,9045.137,22310100,22386762.1389985,0.04750731
10.4777681350708,0.812612899548981,5113.0654296875,5.43429782455073,4972.57,9075.137,22314600,22391277.6019335,0.0186339
11.6643673578898,0.585171347667707,5094.69658203125,5.32038666737681,4972.57,9075.137,22314600,22391277.6019335,0.0186339
15.3736747741699,1.63610186335596,5067.43307291667,10.7815698006659,4930.144,9117.563,22320000,22396696.1574554,0.05432669
17.4971754891532,0.442812516192592,5044.33133370536,2.96166395278591,4930.144,9117.563,22320000,22396696.1574554,0.05432669
19.6442660013835,1.97406803197535,5020.89239908854,10.2110114635616,4887.717,9159.99,22329000,22405727.0833254,0.03435922
15.1065319697062,2.04161386806924,4988.53138020833,9.20789992658224,4887.717,9159.99,22329000,22405727.0833254,0.03435922
14.3137083053589,0,4934.82177734375,0,4802.865,9244.844,25430400,25517784.1381073,0.0186339
11.542414139057,1.27659096519563,4954.22122508082,10.8536303459245,4802.865,9244.844,25430400,25517784.1381073,0.0186339
20.828565343221,3.01838693425299,4914.72425130208,11.3079555821421,4772.865,9274.844,25497900,25585516.0821319,0.01767767
16.3298842112223,3.78823228796464,4878.37294921875,10.0313552098561,4742.865,9304.844,25498800,25586419.1747189,0.02124592
16.0564426492762,1.66747228446687,4842.91878255208,10.3538568743896,4712.865,9334.844,25523100,25610802.6745677,0.04859127
16.4261457920074,0.631102167024421,4815.68597412109,5.90196557271427,4712.865,9334.844,25523100,25610802.6745677,0.04859127
16.3585243225098,0.760621612898155,4797.27975027902,5.18289018801052,4712.865,9334.844,25523100,25610802.6745677,0.04859127
19.59716796875,2.86187508179079,4769.27070985991,11.1083495843685,4670.438,9377.271,25528500,25616221.2300897,0.06897061
21.9705619812012,0,4749.71435546875,0,4670.438,9377.271,25528500,25616221.2300897,0.06897061
29.0843497611381,4.1884777102062,4725.87811444257,13.2777602306222,4628.012,9419.697,25534800,25622542.8781986,0.06263874
30.1195953369141,0.461286396525146,4700.7673828125,1.78139885397558,4598.012,9449.697,25577100,25664988.2297873,0.02946278
30.1736884307861,1.82456766197242,4682.76841796875,8.84356264371977,4598.012,9449.697,25577100,25664988.2297873,0.02946278
40.9863984425863,3.60961594132037,4651.52950846354,9.58367088798116,4555.586,9492.124,25594200,25682146.9889402,0.02635232
49.0465651194255,2.1340658642393,4619.09938151042,9.42909169722561,4555.586,9492.124,25594200,25682146.9889402,0.02635232
55.8970558166504,1.40361277843864,4587.08354492187,9.33345731449209,4555.586,9492.124,25594200,25682146.9889402,0.02635232
60.440230846405,1.59751109404916,4562.41641235352,5.29974839200703,4453.16,9594.551,25760700,25849219.1175342,0.05335937
45.4579197111584,8.3712294365372,4539.14553106399,7.88222018792713,4453.16,9594.551,25760700,25849219.1175342,0.05335937
27.9193492465549,1.32739778324421,4520.38465711806,3.44048112242555,4380.733,9666.978,25784100,25872699.524796,0.03004626
27.9334704717,2.41786941677535,4497.22122395833,10.0454088487749,4380.733,9666.978,25784100,25872699.524796,0.03004626
42.9350947062174,3.63070270985199,4462.87195638021,9.98864960463866,4380.733,9666.978,25784100,25872699.524796,0.03004626
39.0122503916423,1.68272066991343,4429.44777018229,9.48229004428741,4380.733,9666.978,25784100,25872699.524796,0.03004626
43.6983422597249,2.43602065358111,4397.04545898437,9.79257719836666,4308.307,9739.404,25826400,25915144.8763847,0.02124592
50.2646247200344,1.92342656493497,4367.0977623981,7.86643421389897,4308.307,9739.404,25826400,25915144.8763847,0.02124592
40.4117223566229,4.64926811228241,4345.59872159091,4.23075734017684,4308.307,9739.404,25826400,25915144.8763847,0.02124592
27.4829316390188,2.50158693807512,4326.66475637335,7.02317171993641,4265.881,9781.831,25827300,25916047.9689717,0.07071068
26.7259582519531,1.59133727366663,4297.2283203125,10.1863235935503,4265.881,9781.831,25827300,25916047.9689717,0.07071068
29.3015729813349,1.09547313032161,4267.99839564732,7.02373048834095,4223.455,9824.258,25876800,25965718.0612564,0.07682954
32.0283139546712,0.776039054935051,4251.30192057292,2.91109988895547,4223.455,9824.258,25876800,25965718.0612564,0.07682954
29.9694105784098,1.49521766351779,4229.02687174479,10.4536068464336,4181.028,9866.685,26751600,26843524.0558147,0.02429563
29.3019314448039,2.16251621458271,4193.07599283854,10.3139358122733,4151.028,9896.685,26753400,26845330.2409887,0.02946278
31.6239327022008,0.769478299873919,4171.72398158482,2.5179386866492,4151.028,9896.685,26753400,26845330.2409887,0.02946278
34.9225812165634,2.20286362924544,4154.12277088995,8.13355859248083,4108.602,9939.111,26803800,26895903.4258604,0.05335937
