dist,smooth_w,smooth_g,drn_ar
132.4264,101.899741060767,0.07921764,57254400
162.4264,104.803634416918,0.08105309,57253500
204.8528,106.979960725972,0.08492084,57246300
234.8528,108.385553384202,0.08588495,57239100
264.8528,108.844755599431,0.08764292,57126600
294.8528,108.844755599431,0.08764292,57117600
324.8528,108.780035680468,0.08862993,57116700
354.8528,108.736108402769,0.09119872,57115800
397.2792,108.736108402769,0.09119872,57114000
439.7056,108.986917245529,0.09316065,56932200
512.132,110.125298301847,0.09401263,56875500
584.5584,110.004622438362,0.09609997,56865600
614.5584,109.746147098842,0.09965973,56863800
656.9848,110.448743498164,0.100779,56841300
686.9848,109.916472264581,0.1013277,56771100
716.9848,108.871510560841,0.09960727,56761200
746.9848,108.325955536571,0.1000047,56745900
819.4112,108.058030970221,0.0988885,56433600
849.4112,108.854597545827,0.09774502,56431800
921.8376,109.670138976878,0.09668686,56425500
951.8376,109.204909220197,0.09917201,56412000
981.8376,109.710477524903,0.09973055,54416700
1011.838,110.493507835934,0.1019641,54415800
1041.838,110.393555270423,0.1019641,54359100
1071.838,109.820941888894,0.1003087,54323100
1101.838,107.743273744864,0.1012153,54321300
1144.264,104.958400623651,0.1026708,54315000
1174.264,101.804622146447,0.1023527,54311400
1204.264,98.3855670440253,0.09914201,54289800
1234.264,95.3719420946923,0.09759378,54286200
1264.264,93.1793072676409,0.09578408,54263700
1294.264,93.1793072676409,0.09578408,54235800
1366.69,91.2805632446665,0.09213767,53652600
1469.117,85.0509583971331,0.08987188,53485200
1499.117,83.7568776978079,0.08941614,53207100
1529.117,82.3761113831941,0.09030536,53185500
1559.117,81.3471611573641,0.09107187,53176500
1589.117,80.6526423091265,0.09012937,53167500
1619.117,79.8493669998817,0.08677977,53158500
1649.117,79.1838507401512,0.08920339,53157600
1679.117,79.0354535363878,0.09044471,52996500
1709.117,78.6761062010647,0.08928087,52995600
1739.117,78.6773365628927,0.09054568,52993800
1841.543,76.8539762697085,0.09362196,52972200
1871.543,75.7397166056061,0.09174468,52967700
1901.543,76.6398539664499,0.09146297,52918200
1931.543,76.6398539664499,0.09146297,52486200
1961.543,75.9823888758625,0.0883315,52482600
2033.97,69.5829369984573,0.08386114,42753600
2063.97,68.3485241245426,0.08504856,42751800
2093.97,67.3820254116413,0.08723859,42741900
2136.396,66.6566707834396,0.09155391,42733800
2166.396,66.2824102958831,0.0926436,42726600
2196.396,67.2155320804154,0.09459377,42721200
2328.823,70.0414283378435,0.09596206,42667200
2371.249,68.3334879867153,0.1033361,42624000
2401.249,68.1480235031212,0.1072627,42568200
2443.676,69.0017618625578,0.1097172,42565500
2636.102,70.5352049451733,0.1221629,42405300
2666.102,71.0699433096751,0.1148882,42402600
2708.529,72.5054013054346,0.1186297,42389100
2750.955,72.8240552253262,0.1212017,42386400
2823.382,71.2743304857116,0.124987,4667400
2853.382,70.72113518039,0.124217,4662900
2865.808,70.7211351803901,0.124217,37673100
2895.808,70.1863646221717,0.1284515,37427400
2925.808,67.4781916445346,0.1292455,37426500
2955.808,67.8610845362594,0.1353544,37421100
2985.808,69.3097008657316,0.1369616,37413000
3028.235,71.4179629507386,0.1333012,37401300
3058.235,73.4233793215191,0.1334949,37394100
3088.235,73.4233793215191,0.1334949,37383300
3160.661,73.7775730215667,0.1441316,37340100
3233.088,74.0461791934146,0.1455169,37239300
3263.088,73.487062806506,0.1511655,37234800
3335.514,69.4934283559009,0.1512298,37179000
3407.941,70.3558576897796,0.1480095,36716400
3480.367,68.3080252961875,0.1428701,36500400
3510.367,67.2461601868814,0.144773,36475200
3552.794,64.8245414893808,0.1427084,36474300
