river_w,river_w_std,cl_d,cl_d_std,up_dist,dn_dist,drain_area,pw_drain_area,grad
69.2585103888261,1.5183255656172,1040.699713456,6.07027325159601,1406.102,15524.14,87697800,72299318.9050913,0.0745356
60.6560407002767,2.46917163032489,1014.75650024414,9.33803722979942,1376.102,15554.14,87699600,72300733.5496545,0.1213352
66.5499835968018,4.69084352930257,983.113448079427,9.60696382749814,1346.102,15584.14,87717600,72314879.9952865,0.1062296
79.3731989542643,5.02165507307929,950.131138102214,9.31751707540493,1316.102,15614.14,87737400,72330441.0854816,0.07861651
91.3643536037869,2.25049073584433,929.677775065104,3.24041158816406,1286.102,15644.14,88059600,72583662.4622941,0.05068969
91.757767868042,1.24828333099526,1238.76891479492,7.21538296578072,1623.381,15306.86,87317100,72000121.5799749,0.06897061
94.4497146606445,2.08168581229983,1209.41966552734,10.4285371539078,1623.381,15306.86,87317100,72000121.5799749,0.06897061
104.645367431641,5.0373405388126,1174.55957438151,9.75325548810098,1508.528,15421.71,87668100,72275977.2697985,0.05432669
112.31451772054,4.02276319691902,1143.24790852865,8.98113992480998,1508.528,15421.71,87668100,72275977.2697985,0.05432669
96.7965489705404,5.24793852718797,1111.31487223307,9.65761572173532,1436.102,15494.14,87696000,72297904.2605281,0.025
79.6998318990072,4.8468621836937,1078.53970540365,9.45155764044384,1436.102,15494.14,87696000,72297904.2605281,0.025
71.2700514359908,0.585943559623401,1056.96018288352,3.61861572857295,1406.102,15524.14,87697800,72299318.9050913,0.0745356
100.005275907971,3.79053319370805,912.686546688988,7.3062069907341,1286.102,15644.14,88059600,72583662.4622941,0.05068969
114.513663991292,4.28506578587002,883.931722005208,9.4871326400581,1256.102,15674.14,88060500,72584369.7845757,0.05
113.889679209391,4.66216728632198,850.935591634115,9.653808381657,1213.675,15716.57,88066800,72589321.0405469,0.4985047
102.322708892822,0.966377359965215,817.856585693359,9.65302967976056,1171.249,15758.99,88068600,72590735.6851101,0.06588078
103.209475962321,0.63580337716289,786.116892496745,8.95845474531224,1141.249,15788.99,88195500,72690468.1268156,0.08975276
106.763723246257,2.26828445292768,754.888075764974,9.16767788277166,1141.249,15788.99,88195500,72690468.1268156,0.08975276
114.869442240397,2.54439430870864,722.968876139323,9.29550035757528,1098.822,15831.42,88212600,72703907.2501659,0.03584302
123.140846506755,1.94927477342817,691.532932535807,9.17253063758449,1026.396,15903.85,88266600,72746346.5870619,0.06263874
128.30727818807,2.99065629284862,658.67485555013,10.0909431192474,996.396,15933.85,88275600,72753419.8098779,0.01317616
141.377469889323,6.68419608721775,625.38876546224,9.52456900521686,923.9696,16006.27,88297200,72770395.5446362,0.04602234
156.61110534668,0.624121567567559,593.303889973958,9.198819497658,881.5432,16048.7,88352100,72813542.2038138,0.08270597
152.563724772135,1.69412617893719,561.647037760417,9.66777194073515,881.5432,16048.7,88352100,72813542.2038138,0.08270597
148.993300374349,1.60794698888058,529.893524169922,9.13284358658685,881.5432,16048.7,88352100,72813542.2038138,0.08270597
137.72634379069,5.63234996128977,498.30571085612,9.38706964999338,796.6904,16133.55,88358400,72818493.459785,0.07095578
121.258226776123,4.15604372211267,466.331288655599,9.52551767193653,766.6904,16163.55,88359300,72819200.7820666,0.02124592
115.986260986328,1.67817291937853,432.948561604818,9.52657512084886,766.6904,16163.55,88359300,72819200.7820666,0.02124592
118.899018859863,0.303697677185469,401.415965779622,8.9833283592916,694.264,16235.98,88400700,72851737.6070201,0.0412479
120.147547149658,2.22518875810445,370.697992960612,8.98041137003084,694.264,16235.98,88400700,72851737.6070201,0.0412479
123.453266398112,1.23688063261664,339.869562784831,9.23016588176118,621.8376,16308.41,88407900,72857396.1852729,0.05068969
116.83512802124,3.17385063019303,307.646608479818,9.42498518307063,591.8376,16338.41,88408800,72858103.5075545,0.09166667
109.947547149658,1.44175166304555,276.37636311849,9.39531199702156,561.8376,16368.41,88454700,72894176.9439161,0.1086534
117.598850250244,2.85075380938349,243.7254002889,9.70685730255538,489.4113,16440.83,88496100,72926713.7688696,0.08436856
121.518388875326,3.02289935209867,212.02712097168,9.26187245897114,489.4113,16440.83,88496100,72926713.7688696,0.08436856
115.416624069214,0.869344357378826,186.712703704834,5.52633689631334,489.4113,16440.83,88496100,72926713.7688696,0.08436856
129.816090393066,1.91481103011453,72.6931030273438,3.95185918698249,386.9849,16543.26,88528500,72952177.3710072,0.05559027
123.208198547363,1.7172776195761,64.1274185180664,1.87082869338697,386.9849,16543.26,88528500,72952177.3710072,0.05559027
115.710670471191,0.82843017578125,1364.72497558594,1,1713.381,15216.86,87280200,71971121.3664293,0.05892557
114.927242533366,0.78445588144864,1345.61542561849,10.1056908414524,1713.381,15216.86,87280200,71971121.3664293,0.05892557
111.779560597738,2.20899176036704,1312.38454996745,9.75522048545655,1683.381,15246.86,87299100,71985975.1343429,0.04487638
98.7948216756185,5.65061171482117,1279.42982177734,9.57934704821257,1653.381,15276.86,87302700,71988804.4234693,0.03952847
91.240608215332,0.912881097961847,1257.16545410156,3.66169751427485,1623.381,15306.86,87317100,72000121.5799749,0.06897061
112.646700722831,1.55539254808671,169.808059692383,4.54294908621995,489.4113,16440.83,88496100,72926713.7688696,0.08436856
110.409475962321,1.13446213891665,146.573308817546,9.29046057893868,416.9849,16513.26,88520400,72945811.4704728,0.01666667
118.784637451172,4.03098956454887,114.088028208415,9.45495908971059,386.9849,16543.26,88528500,72952177.3710072,0.05559027
128.297057723999,2.3391528582384,88.0872138977051,6.41225457128178,386.9849,16543.26,88528500,72952177.3710072,0.05559027
117.443512280782,2.01959319104994,47.7121869723002,8.01712455178425,314.5584,16615.68,88536600,72958543.2715416,0.06871843
114.289488983154,3.79904366133051,16.6597979545593,9.72069051896364,284.5584,16645.68,88539300,72960665.2383864,0.04166667
102.823402404785,0,0,0,284.5584,16645.68,88539300,72960665.2383864,0.04166667
103.92672083928,3.94673368144806,1500.68570650541,4.68587825758914,1845.807,15084.43,86920200,71688192.4537897,0.05892557
124.610194396973,6.17941160890995,1477.00629882812,9.25056291233462,1845.807,15084.43,86920200,71688192.4537897,0.05892557
