river_w,river_w_std,cl_d,cl_d_std,up_dist,dn_dist,drain_area,pw_drain_area,grad
21.3847751617432,0.828427664736914,4292.4541015625,0.707106781186548,5554.112,3297.352,1641600,992255.90171814,0.1586619
17.1468727032344,6.11839287199211,4312.97464192708,11.2061719007495,5584.112,3267.352,1634400,987903.9021492,0.1741048
29.955840587616,1.38385490644325,4249.06323242188,1.82579898937152,5524.112,3327.352,1642500,992799.901664257,0.1003466
24.7830947349811,3.2589728540064,4271.42642106681,11.6329379089905,5554.112,3297.352,1641600,992255.90171814,0.1586619
46.1625719706217,5.62307513487419,4227.38253580729,10.6156718447054,5524.112,3327.352,1642500,992799.901664257,0.1003466
51.8808798472087,1.3309204041381,4193.95838216146,9.30428975455156,5524.112,3327.352,1642500,992799.901664257,0.1003466
54.614213180542,0.766667782062992,4162.4810546875,9.29861821215908,5524.112,3327.352,1642500,992799.901664257,0.1003466
55.0452672172995,0.533497357956072,4123.1489832261,5.538860257852,5524.112,3327.352,1642500,992799.901664257,0.1003466
53.2922295790452,0.563590132924567,4139.68197866587,4.2154164996504,5524.112,3327.352,1642500,992799.901664257,0.1003466
54.040949122111,1.31473688619115,4095.34274088542,10.8655247109432,5481.686,3369.778,1649700,997151.901233196,0.1125771
56.2815259933472,1.88100668887756,4050.0564453125,7.54342511019352,5439.26,3412.205,1752300,1059167.89509058,0.0728869
51.9803077697754,0.672528399447448,4069.81987304687,4.03279104488603,5481.686,3369.778,1649700,997151.901233196,0.1125771
47.226229985555,1.23127699458327,4004.36869303385,4.91747156405124,5396.833,3454.631,1754100,1060255.89498281,0.07927624
50.9991007910834,1.54460762332505,4024.94909667969,7.27467198343274,5439.26,3412.205,1752300,1059167.89509058,0.0728869
34.6024206252325,3.58566589560701,3957.03896949405,7.99247660350843,5354.407,3497.058,1854900,1121183.88894796,0.06263874
44.2504441110711,2.4405797536546,3983.23140676398,7.4566710625913,5396.833,3454.631,1754100,1060255.89498281,0.07927624
18.2668054262797,3.62366999109888,3779.18127441406,11.5894199450043,5239.555,3611.911,1889100,1141855.88690042,0.08333334
8.35228474934896,1.34666168782522,3815.5601969401,9.44930870721085,5239.555,3611.911,1889100,1141855.88690042,0.08333334
12.7558729171753,4.25911114572242,3848.23873697917,10.0351305237345,5311.981,3539.484,1855800,1121727.88889408,0.06508542
23.3684602101644,1.54869663728974,3881.45578613281,9.61069557592202,5311.981,3539.484,1855800,1121727.88889408,0.06508542
24.4021003087362,1.74362000010471,3915.04565429688,9.99667637260253,5311.981,3539.484,1855800,1121727.88889408,0.06508542
26.3098737928602,0.905083072400607,3938.09410264757,3.38378033681983,5354.407,3497.058,1854900,1121183.88894796,0.06263874
21.89263442467,0.957442052531228,3738.57064924569,11.1266016569552,5197.128,3654.337,1890900,1142943.88679266,0.03773077
22.7989883422852,0,3758.65551757812,0,5197.128,3654.337,1890900,1142943.88679266,0.03773077
15.8541488647461,0.789616989623635,3691.17578125,4.44791175704489,5094.702,3756.764,1947600,1177215.88339806,0.0559017
18.7246508068509,1.248316333799,3709.22483995226,6.40564183859246,5197.128,3654.337,1890900,1142943.88679266,0.03773077
11.3519478480021,0.748860098082495,3612.47716471354,5.92919443355237,5052.276,3799.19,1954800,1181567.882967,0.008333334
9.6189515431722,0.981881301212001,3638.52560221354,9.39598518003105,5094.702,3756.764,1947600,1177215.88339806,0.0559017
9.21461209006931,2.14349258575603,3668.33151112432,8.72041384702251,5094.702,3756.764,1947600,1177215.88339806,0.0559017
10.6568546295166,0,3566.947265625,0.707106781186548,5009.85,3841.617,1991700,1203871.88075781,0.0372678
11.3986238752093,0.611746331682165,3584.9207850865,9.93737908488649,5052.276,3799.19,1954800,1181567.882967,0.008333334
7.82921392686905,1.43190453162418,3545.00909620716,12.3763910823368,5009.85,3841.617,1991700,1203871.88075781,0.0372678
8.37621625832149,1.69871994661287,3502.57111467634,10.7362525114565,4967.423,3884.043,1992600,1204415.88070393,0.04750731
6.24264073371887,0.585786234810969,3522.55651855469,1.0000658162631,4967.423,3884.043,1992600,1204415.88070393,0.04750731
11.7292483403133,0.537101712434586,3455.70239257812,4.65830716724019,4924.997,3926.47,2003400,1210943.88005733,0.07682954
11.2214410445269,0.55201194030146,3474.00667796415,6.1326500482007,4924.997,3926.47,2003400,1210943.88005733,0.07682954
16.6978689511617,2.78075650975673,3431.21471354167,9.84743041251799,4924.997,3926.47,2003400,1210943.88005733,0.07682954
29.2842674255371,0,3378.58227539062,0,4852.571,3998.896,2010600,1215295.87962627,0.03333334
24.20973573882,3.01902050659826,3396.66751414332,10.2269859529631,4852.571,3998.896,2010600,1215295.87962627,0.03333334
26.3978377024333,3.21464119713881,3360.23807779948,10.5083947528986,4852.571,3998.896,2010600,1215295.87962627,0.03333334
17.1014573733012,1.50157366572547,3324.41145833333,10.2282811176992,4852.571,3998.896,2010600,1215295.87962627,0.03333334
15.5998738408089,0.476075151458197,3282.93104553223,5.32502420384749,4750.145,4101.323,2065500,1248479.87633944,0.0186339
15.5325604166303,0.524662647008199,3299.69140625,4.6226246368771,4750.145,4101.323,2065500,1248479.87633944,0.0186339
14.7120827356974,0.391288660827469,3256.56901855469,10.2921775597456,4750.145,4101.323,2065500,1248479.87633944,0.0186339
5.42211002773709,1.30773243431707,3198.71978081597,9.44174592794447,4647.718,4203.749,2232000,1349119.86637115,0.07682954
11.6958075071636,1.82695371469037,3227.34841437089,6.98321644629753,4647.718,4203.749,2232000,1349119.86637115,0.07682954
