dist,smooth_w,smooth_g,drn_ar
501.8376,61.8661316723401,0.05651913,35385300
531.8376,63.8502792379691,0.057131,35383500
561.8376,65.5619442822436,0.05571181,35373600
591.8376,66.6004269040181,0.05684441,35372700
621.8376,66.2558638317028,0.05755772,35356500
651.8376,65.6757309442585,0.06153972,34870500
681.8376,65.6757309442585,0.06153972,34855200
771.8376,65.0559872861426,0.0601616,34797600
814.264,63.9728014384146,0.07044806,34772400
844.264,62.998234112891,0.07186956,34747200
874.264,62.0429604072638,0.07002579,34731900
904.264,61.1621987782825,0.06889548,34689600
934.264,60.3422989822619,0.07210717,34686900
1006.69,61.5456931579765,0.06992354,34578000
1036.69,62.7351997853772,0.0707793,34570800
1079.117,63.5275025971913,0.07348292,34530300
1109.117,64.9053548547613,0.07643516,33735600
1139.117,66.330856969587,0.07711454,33725700
1211.543,67.9731036310252,0.07797409,33693300
1283.97,67.1468928709915,0.0791658,33645600
1313.97,67.1468928709915,0.0791658,33639300
1343.97,64.5401320351151,0.08531299,33588000
1373.97,63.1975023102212,0.09141287,33577200
1403.97,62.3536680406192,0.09400767,33576300
1433.97,60.3981788248605,0.09614285,33513300
1506.396,58.266905350651,0.09512241,33469200
1536.396,55.5786920661353,0.09656525,33447600
1608.822,52.9725487322031,0.1041342,33369300
1638.822,52.6487859846008,0.1055993,33294600
1668.822,52.7919949303444,0.1046612,33288300
1753.675,51.7366279072922,0.1020605,1637100
1826.102,51.128206731693,0.09598175,1620900
1843.675,51.128206731693,0.09598175,31412700
1856.102,51.353882387618,0.09640184,1620000
1916.102,52.7902990143147,0.1023417,31403700
1988.528,56.4943317982645,0.1023623,31294800
2018.528,56.6239271813294,0.1036855,9740700
2030.954,58.1204917337919,0.1024903,21553200
2060.954,57.4126693407444,0.1028472,9718200
2073.381,57.4126693407444,0.1028472,21550500
2103.381,57.4126693407444,0.1028472,21537900
2145.807,55.833893265229,0.1026039,21537000
2188.234,54.4630202098207,0.105059,21525300
2230.66,55.0506518716284,0.1017976,21514500
2273.087,55.3546778610661,0.1017976,21485700
2345.513,57.3139944915529,0.09905012,21388500
2387.94,58.9362940451284,0.09815302,21385800
2417.94,60.6609379720378,0.09955158,21384900
2447.94,61.5004808269426,0.09741221,21346200
2520.366,64.3714717788098,0.0968237,21339000
2605.219,67.8946876248085,0.09809171,21117600
2635.219,67.6589781698174,0.101558,21116700
2707.646,66.2819613370015,0.1035978,20894400
2750.073,66.5699443953384,0.1066041,20893500
2780.073,66.6045030264893,0.1084524,20881800
2852.499,66.140581599982,0.107146,20863800
2894.926,64.6981043174629,0.1044324,20645100
2924.926,61.9080559571429,0.1041596,20642400
2954.926,59.7729556227681,0.1027618,20639700
3057.352,55.7454975582861,0.1036765,18727200
3087.352,55.1515389878185,0.1041239,1849500
3129.779,53.6191009272074,0.1052824,1848600
3159.779,53.1003620203367,0.1044251,18492300
3202.205,52.6702637672785,0.1062854,18490500
3244.632,51.7040680431545,0.1112835,17920800
3274.632,50.8040468532776,0.1103843,17908200
3317.058,49.3815303076242,0.1102983,17907300
3359.485,47.3818885285591,0.1090764,17906400
3401.911,44.8435412801808,0.1086091,17861400
3444.338,42.8896976296279,0.1105976,17858700
3474.338,40.645292746773,0.115301,17846100
3516.764,40.5026486852175,0.1216839,17840700
3546.764,40.645446509964,0.1198435,17825400
3576.764,39.2293367850967,0.1157925,17776800
3606.764,37.7025003191411,0.1140835,17773200
3679.191,36.6468767027282,0.1267694,17729100
3709.191,35.7842843709717,0.132651,17727300
3751.617,34.8168107368876,0.1360027,17724600
3781.617,33.7336829192681,0.1347996,17713800
3854.044,31.7428910293139,0.1356175,17686800
3896.47,29.8615061707375,0.1388529,16317900
3926.47,29.8314273004602,0.1400611,16312500
3956.47,28.2098725926171,0.1440798,14994000
3986.47,27.6495217166717,0.1449491,14986800
4028.897,25.7430601362157,0.1452587,14984100
4058.897,24.8528049781799,0.1501456,14983200
4088.897,23.8126993104153,0.1562026,14974200
4131.323,22.9577123613894,0.1597933,14956200
4161.323,22.9577123613894,0.1597933,14949900
4191.323,22.0640067784764,0.1574498,14941800
4221.323,20.8842385473384,0.1567743,14920200
4263.75,19.5844681568169,0.1619519,14917500
4293.75,19.0545275759284,0.1630431,14897700
4336.176,18.3521889738659,0.1606206,14889600
4366.176,17.8649260081674,0.1591281,14882400
4396.176,17.7682227990671,0.1588609,14871600
4438.602,17.142972611609,0.1630154,14868900
4511.028,15.3137597950528,0.157835,9652500
4523.455,15.3137597950528,0.157835,5205600
4541.028,13.9645157634115,0.159972,9180900
4571.028,12.957217405395,0.1627882,9176400
4601.028,11.8716037180977,0.1623715,9170100
4673.455,9.74882851599246,0.1525241,8937900
4703.455,9.25508074073583,0.1494889,8935200
4733.455,9.01587144755005,0.1481607,8932500
4763.455,8.82553223392338,0.1455872,6303600
4775.881,8.66121459907985,0.1472997,2628000
4818.307,8.43875585338651,0.1485186,2624400
4835.881,8.22735646472524,0.1483832,6279300
4860.733,8.20977619358333,0.148653,2623500
4865.881,8.20977619358333,0.148653,6275700
4895.881,8.2349621444176,0.1488243,6272100
4968.307,7.9272678365257,0.1445102,6256800
4998.307,7.75835778590193,0.1465538,6252300
5028.307,7.70797455647322,0.1483274,6250500
5058.307,7.41735295781746,0.1429368,6248700
5100.733,7.0774381827666,0.1420553,6230700
5130.733,6.71691305866617,0.144015,6226200
5160.733,6.60298324833067,0.146092,6220800
5190.733,6.18763945660802,0.1481711,6219000
5263.16,5.53137707131092,0.1487662,6214500
5305.586,4.85937723127518,0.1504315,6196500
5335.586,4.64400767508335,0.1511515,6192900
5408.012,3.27230675628099,0.1522183,6179400
5438.012,3.27230675628099,0.1522183,6173100
5468.012,3.27230675628099,0.1522183,6163200
5498.012,3.13311327660636,0.152246,6147900
5540.438,3.10309774539473,0.1533496,6127200
5570.438,3.07308896688381,0.154964,4550400
5600.438,3.07308896688381,0.154964,4530600
5630.438,3.04180419231836,0.1569258,4526100
5660.438,3.03459012285038,0.1574286,4514400
5702.865,3.00007756726254,0.1578099,4495500
5732.865,3.00007756726254,0.1578099,4491000
5775.291,2.98309881884657,0.1626351,4482000
5805.291,2.98309881884657,0.1626351,4480200
5835.291,2.9821046317199,0.1641995,4475700
5865.291,3.03743778410562,0.1654333,4461300
5895.291,3.03743778410562,0.1654333,4458600
