day_number,grdc_mean_daily_runoff_mm_day,grdc_smoothed_mean_daily_runoff_mm_day,trmm_mean_daily_rainfall_mm_day,trmm_smoothed_mean_daily_rainfall_mm_day
1,0.942857142857143,0.933214285714286,1.42483367653719,2.7457931797681
2,1.01142857142857,0.928739495798319,6.34998734792074,2.65650813565327
3,1.02857142857143,0.922857142857143,4.71871058146159,2.5364143889019
4,1.06285714285714,0.916691729323308,0.786336358388265,2.48725376346469
5,0.96,0.909428571428571,4.83269885381063,2.49526658444986
6,0.908571428571429,0.902040816326531,0.809556099524101,2.53829692346127
7,0.942857142857143,0.895324675324675,3.64244669675827,2.58816469311441
8,0.908571428571429,0.887701863354037,1.39723954598109,2.59102415571781
9,0.891428571428571,0.880714285714286,2.20756891030857,2.69986877457713
10,0.908571428571429,0.874971428571429,2.43213294632733,2.82418159499896
11,0.942857142857143,0.870989010989011,0.707293095688025,2.78985285162097
12,0.908571428571429,0.866031746031746,5.98884081748935,2.71433966195816
13,0.891428571428571,0.862040816326531,1.86268668174744,3.01933043406773
14,0.857142857142857,0.858916256157635,2.35808166459513,3.1374470258507
15,0.891428571428571,0.855428571428571,2.37182295968135,3.19968584913524
16,0.874285714285714,0.852718894009217,2.0424546400706,3.21054834501686
17,0.857142857142857,0.847741935483871,1.22794742981593,3.28703958332862
18,0.822857142857143,0.84110599078341,0.494820694128672,3.13948294666188
19,0.805714285714286,0.832811059907834,1.60236250559489,3.06442899837973
20,0.771428571428572,0.822304147465438,2.64751018316795,3.07674076561268
21,0.754285714285714,0.812903225806451,3.39890370368958,2.93880513411558
22,0.754285714285714,0.805714285714285,3.63538785583029,3.03782412023253
23,0.72,0.79741935483871,2.65393233299255,3.01360444104098
24,0.72,0.790230414746544,5.20329500834147,3.06372931412314
25,0.737142857142857,0.784147465437788,5.8076892851231,3.02572003367704
26,0.771428571428571,0.776958525345622,1.93163426717122,3.04691522069212
27,0.737142857142857,0.769216589861751,0.750996730724971,3.12524366510829
28,0.754285714285714,0.763133640552995,11.2540812810262,2.96013876712057
29,0.771428571428571,0.758709677419355,6.4447115957737,3.02101269242191
30,0.754285714285714,0.756497695852535,5.00461172438712,3.07316106730842
31,0.771428571428571,0.754285714285714,3.53642322146528,3.09058737389366
32,0.788571428571429,0.752073732718894,3.79606206420188,3.07696291650358
33,0.805714285714286,0.749861751152074,1.77573161125183,3.27607675758604
34,0.771428571428572,0.748202764976959,2.39203818471481,3.36642063426578
35,0.737142857142857,0.746543778801843,1.16800114260986,3.49626912281046
36,0.668571428571428,0.745990783410138,0.556694277400432,3.54078232340055
37,0.685714285714286,0.746543778801843,3.87914466914954,3.570798195515
38,0.685714285714286,0.745990783410138,2.89163664182027,3.58519993240055
39,0.685714285714286,0.746543778801843,2.95111061152808,3.8730854798539
40,0.702857142857143,0.745990783410138,1.02928121647953,3.84268996896503
41,0.685714285714286,0.743778801843318,3.08918374379476,3.66350508343669
42,0.702857142857143,0.740460829493088,3.13547487258911,3.70995879658969
43,0.72,0.738801843317973,0.870588979870081,3.82148962564246
44,0.754285714285714,0.736589861751152,3.74977836608887,3.93629981656109
45,0.788571428571428,0.734377880184332,3.97468128607725,4.03237998501989
46,0.822857142857143,0.732165898617512,2.91203846382365,4.04831664334437
47,0.805714285714286,0.729953917050692,1.62009646097819,4.06587548825308
48,0.788571428571429,0.727188940092166,7.40047650337219,3.96431305259946
49,0.771428571428571,0.724976958525346,3.29548087120056,4.00907638155163
50,0.754285714285714,0.724423963133641,5.62766565047981,4.06999483030764
51,0.754285714285714,0.724423963133641,4.02741940146079,4.25791348950411
52,0.771428571428572,0.727741935483871,4.32939573923747,4.44315975942894
53,0.737142857142857,0.729953917050691,4.08184169928233,4.49005891864716
54,0.737142857142857,0.732718894009217,11.5783843040466,4.43805980860413
55,0.702857142857143,0.735483870967742,4.26103417078654,4.47915063998355
56,0.668571428571429,0.737142857142857,0.252957833744586,4.5903147451266
57,0.668571428571429,0.739354838709677,3.37169937491417,4.64684933025899
58,0.685714285714286,0.741013824884793,4.20845243136088,4.60233669741729
59,0.685714285714286,0.742119815668203,14.8131971995036,4.77857644384976
60,0.702857142857143,0.741566820276498,9.4231968179966,4.88136041452877
61,0.685714285714286,0.740460829493088,5.49864813244591,4.75700897910615
62,0.702857142857143,0.739354838709677,4.08074741363525,4.69172904018553
63,0.702857142857143,0.738801843317972,0.647626558939616,4.8762654886591
64,0.737142857142857,0.738801843317972,3.16339480876923,4.76326897607175
65,0.754285714285714,0.740460829493088,4.28051009615107,4.81226275019868
66,0.737142857142857,0.741566820276498,6.9934795777003,4.83135925748959
67,0.771428571428571,0.742672811059908,6.29932864507039,4.81055092635535
68,0.754285714285714,0.743225806451613,5.33301860491435,4.94137627799865
69,0.771428571428571,0.745437788018433,1.27966423048638,4.93277290870626
70,0.771428571428571,0.747649769585254,4.22492638429006,4.89314219288488
71,0.754285714285714,0.750967741935484,4.475368475914,4.80374336758809
72,0.754285714285714,0.757603686635945,4.84175588289897,5.01490467659008
73,0.754285714285714,0.764792626728111,1.75558325449626,5.1371163412488
74,0.754285714285714,0.774193548387097,6.33402111927668,5.1309467129209
75,0.737142857142857,0.783594470046083,6.93608145713806,4.89669148877503
76,0.754285714285714,0.792442396313364,0.119786787976045,4.78547441929213
77,0.788571428571428,0.804055299539171,0.888360357284546,4.78184932713943
78,0.788571428571428,0.819539170506913,7.3407263636589,4.81770543138289
79,0.788571428571428,0.844423963133641,3.89758461316427,4.89802654035732
80,0.822857142857143,0.869861751152074,4.81428786913554,4.9190209428736
81,0.788571428571428,0.893087557603687,6.21965737649783,4.89581752142103
82,0.788571428571428,0.917972350230415,3.38236113629925,4.80503929800389
83,0.788571428571429,0.942304147465438,8.38498164017995,4.68112179250632
84,0.805714285714286,0.972165898617512,3.81513725121816,4.57871817447738
85,0.805714285714286,1.01529953917051,10.3498321135839,4.66307839463598
86,0.805714285714286,1.08331797235023,1.489670586586,4.66926331759001
87,0.874285714285714,1.14414746543779,6.79895841280619,4.69216266007054
88,0.891428571428571,1.19391705069124,7.16026097933451,4.68928187113156
89,0.977142857142857,1.23926267281106,4.01719395319621,4.84040805285838
90,0.977142857142857,1.28405529953917,7.55128525098165,4.93809372935105
91,0.977142857142857,1.33216589861751,5.97546766402666,4.84852202264073
92,1.04571428571429,1.37917050691244,5.38627027571201,4.95319902289963
93,1.18285714285714,1.42728110599078,5.19228664518256,5.09072730038296
94,1.47428571428571,1.47760368663594,3.13758093714714,5.04011092344925
95,1.52571428571429,1.53013824884793,3.81422128677368,5.05987557779005
96,1.47428571428571,1.58599078341014,3.56120403112145,4.99424292077229
97,1.50857142857143,1.64516129032258,4.179354651769,4.92569717797181
98,1.52571428571429,1.70599078341014,2.45788597464561,5.00509014332771
99,1.68,1.76903225806452,2.15850644601742,4.86472274152786
100,2.10857142857143,1.82930875576037,3.89483105540276,4.88742892614128
101,2.88,1.89345622119816,4.41665899586515,4.612280591612
102,2.64,1.96092165898617,5.18524809281031,4.6793122348232
103,2.29714285714286,2.02064516129032,4.75245142579079,4.56561722322283
104,2.16,2.08036866359447,6.44049488802751,4.4640849565573
105,2.14285714285714,2.14506912442396,9.36227709054947,4.46397890246148
106,2.22857142857143,2.21861751152074,4.15935854911804,4.32783269602871
107,2.21142857142857,2.3015668202765,3.36477379600207,4.29496922219984
108,2.28,2.38838709677419,5.15173695926787,4.31628419660143
109,2.34857142857143,2.476866359447,5.77161867871376,4.34773672655709
110,2.41714285714286,2.56036866359447,4.51028889772909,4.43528930945425
111,2.55428571428571,2.63778801843318,2.77967550158501,4.54945061857345
112,2.62285714285714,2.72073732718894,4.09473934968313,4.61274294285845
113,2.67428571428571,2.80866359447005,5.84354306233193,4.65488963598046
114,2.74285714285714,2.91152073732719,4.03359218438466,4.71999041486199
115,2.67428571428571,3.02322580645161,4.51902897423424,4.84938063339761
116,2.79428571428571,3.13382488479263,1.82023374317602,4.90586195806262
117,2.89714285714286,3.23225806451613,3.56765152613322,4.9741314877668
118,2.72571428571429,3.3605529953917,3.27441305319468,5.01561893429028
119,2.74285714285714,3.53032258064516,4.01276071270307,5.02743419837429
120,2.98285714285714,3.74101382488479,4.01390627622604,4.95583296606479
121,3.25714285714286,3.91741935483871,3.33075285156568,4.80422900488161
122,3.54857142857143,4.07170506912442,4.95669997533162,4.86742889031149
123,3.73714285714286,4.22986175115207,6.0470344821612,4.97742280078052
124,3.92571428571429,4.396866359447,6.16731507380803,5.01001488625066
125,4.06285714285714,4.57437788018433,5.85171100695928,4.97746863986096
126,3.92571428571429,4.73972350230415,7.35322186946869,4.98762338232566
127,4.04571428571429,4.90838709677419,5.5232660839567,5.07019051467816
128,4.23428571428571,5.12018433179723,5.48590213855108,5.12226835220689
129,4.71428571428571,5.31483870967742,4.47601011997322,5.11311229748044
130,5.14285714285714,5.50119815668203,6.16960322062174,5.15855589129524
131,5.53714285714286,5.67815668202765,5.64575212001801,5.19224244532149
132,5.93142857142857,5.85013824884793,6.53301441669464,5.31021164489481
133,6.61714285714286,6.02322580645161,6.47135893503825,5.41233693912897
134,7.56,6.19741935483871,5.11872461239497,5.47189531301089
135,8.69142857142857,6.37161290322581,4.22085668643316,5.53289386351632
136,7.61142857142857,6.56239631336406,4.66255429387093,5.57373827495478
137,7.01142857142857,6.77308755760369,6.11855499744415,5.68081728705391
138,7.11428571428571,7.00479262672811,6.77458502054214,5.77367630092923
139,7.45714285714286,7.21216589861751,6.16209160884221,5.77390766488204
140,7.85142857142857,7.41456221198157,4.76268504063288,5.77168872944365
141,7.54285714285714,7.61695852534562,4.82508591413498,5.84028445916386
142,7.78285714285714,7.82543778801843,5.33925660451253,5.82940739282593
143,9.18857142857143,8.00405529953917,5.70915231307348,5.80777461959831
144,8.70857142857143,8.1705069124424,5.55970536581202,5.88300199965356
145,8.52,8.34414746543779,5.44234359264374,5.91624736486116
146,8.16,8.52608294930876,5.56331214904785,5.93208118633731
147,8.12571428571429,8.70857142857143,5.47727892994881,5.95986599558317
148,8.26285714285714,8.87281105990783,6.73353564739227,6.04911717812394
149,8.12571428571429,9.0110599078341,5.12072264353434,6.02636580167452
150,8.14285714285714,9.13271889400922,5.90371577837116,6.0062150875232
151,8.89714285714286,9.24331797235023,5.2800830308183,5.98943561241888
152,9.78857142857143,9.40036866359447,6.65020222663879,6.03708575909553
153,10.7314285714286,9.5673732718894,7.83532940546672,6.0094439912553
154,10.1657142857143,9.72221198156682,6.05420676469803,5.9063229615976
155,10.2,9.87594470046083,6.0985280752182,5.8931881699196
156,10.3371428571429,10.0412903225806,7.97817862828573,5.96776154243233
157,10.3885714285714,10.1723502304147,7.01603281299273,5.98105295066608
158,9.58285714285714,10.2724423963134,4.8526501139005,5.91955062250353
159,9.39428571428572,10.3183410138249,7.81795092026393,5.87437610623073
160,10.0971428571429,10.3858064516129,5.50661644140879,5.86792506149792
161,10.7828571428571,10.4659907834101,6.66045168638229,5.8161924311592
162,11.1942857142857,10.5870967741935,6.50708120663961,5.82323481889594
163,11.0228571428571,10.7026728110599,9.29980107545853,5.78570607895725
164,10.9028571428571,10.8127188940092,5.7660662651062,5.73061713795741
165,11.3314285714286,10.9376958525346,4.49405247370402,5.80016536890411
166,12.12,11.0836866359447,3.70069295819946,5.70902521432382
167,12.48,11.1876497695853,6.13970884084702,5.69705624510312
168,12.1885714285714,11.2495852534562,5.26166019439697,5.62977724146246
169,11.9142857142857,11.3059907834101,3.57783310115337,5.49325401357213
170,12.2228571428571,11.3579723502304,5.75491306682428,5.48631681950931
171,12.9771428571429,11.4154838709677,7.07445958852768,5.43031045915798
172,11.6057142857143,11.5089400921659,5.23711956938108,5.28792001046981
173,10.8857142857143,11.6068202764977,3.43268443147341,5.25224138299163
174,10.6114285714286,11.7334562211982,4.30874230861664,5.21454929286542
175,10.8,11.8484792626728,5.35972297909514,5.11676817909579
176,11.0057142857143,11.95133640553,3.83863205214341,5.00689270827935
177,11.9142857142857,12.0320737327189,5.78162616888682,4.87853825621763
178,11.7085714285714,12.0873732718894,4.31388799184933,4.73021780620074
179,11.6742857142857,12.1564976958525,5.0257784763972,4.51097984929935
180,12,12.2328110599078,7.27671780288219,4.48311204689861
181,12.6685714285714,12.2892165898618,3.07837098638217,4.55768459347042
182,12.12,12.3196313364055,4.90904498497645,4.56048863638004
183,11.7085714285714,12.3290322580645,4.56455311377843,4.43290378047115
184,12.48,12.3649769585253,3.60310934086641,4.34000278294269
185,11.7771428571429,12.4595391705069,5.83915374875069,4.31217647625103
186,11.9828571428571,12.4866359447005,4.362330904327,4.24557444739275
187,13.2342857142857,12.4761290322581,3.56407471895218,4.0820420408364
188,13.4228571428571,12.4999078341014,5.90999536116918,3.99543593671072
189,13.5085714285714,12.5507834101382,3.68419531998807,4.00004994833361
190,12.96,12.6359447004608,4.78673639340559,3.99862798251472
191,13.2857142857143,12.6890322580645,2.1004768460989,3.87469656028669
192,13.2857142857143,12.7194470046083,2.68146367246906,3.8324179082672
193,12.9085714285714,12.7089400921659,1.90914725611607,3.79695123021919
194,13.1657142857143,12.6829493087558,2.50342441151539,3.83131388416351
195,13.2685714285714,12.658064516129,4.90216439068317,3.73206381064086
196,13.08,12.6652534562212,6.80580141743024,3.63642327324174
197,13.0628571428571,12.6326267281106,3.78761828839779,3.58970255249428
198,12.7714285714286,12.5977880184332,2.18457830767147,3.53740470803691
199,13.3028571428571,12.6586175115207,2.38172927101453,3.48494663006333
200,14.8457142857143,12.6779723502304,2.71521759371196,3.51773719883872
201,13.0628571428571,12.6857142857143,3.69025017221769,3.46286611999035
202,12.6514285714286,12.6381566820276,2.00495498528083,3.38785483720852
203,12.3428571428571,12.5319815668203,2.55233034148502,3.47612132371263
204,12.4628571428571,12.3964976958525,3.57571879178286,3.39333170806679
205,13.2514285714286,12.2610138248848,4.26466136823098,3.36366214617508
206,12.4457142857143,12.148202764977,1.51784889002641,3.29752053181124
207,11.9485714285714,12.0530875576037,2.52799383953922,3.40763434223064
208,11.5885714285714,11.9352995391705,4.68215914939841,3.39369027971452
209,10.9028571428571,11.8152995391705,5.37913026412328,3.50253676409154
210,10.9028571428571,11.6892165898618,1.94902619719505,3.48317242560319
211,12.2228571428571,11.5708755760369,4.31186114350955,3.49591133723448
212,11.6571428571429,11.4514285714286,1.63002864321073,3.38569032403201
213,11.04,11.3159447004608,3.28781180679798,3.34567384835965
214,13.5942857142857,11.1721658986175,2.93835269659758,3.36164364302132
