day_number,grdc_mean_daily_runoff_mm_day,grdc_smoothed_mean_daily_runoff_mm_day,trmm_mean_daily_rainfall_mm_day,trmm_smoothed_mean_daily_rainfall_mm_day
1,4.61929411764706,6.26541176470588,6.73930931091309,2.19667440937289
2,6.83294117647059,6.30543944636678,5.11951243877411,2.09605397852686
3,6.17788235294118,6.33160784313726,1.45651013056437,1.98715535580629
4,11.3505882352941,6.12141176470588,1.39482945601145,2.06071550178489
5,11.3505882352941,5.98418823529412,1.52693049907684,2.10761099593403
6,6.22305882352941,5.87294117647059,0.445396022001902,2.11086695928954
7,4.57411764705882,5.70404278074866,3.92047747572263,2.34598599506655
8,6.29082352941177,5.54148337595908,1.34768243730068,2.30005864817649
9,3.54635294117647,5.37505882352941,2.55176888008912,2.48704180910847
10,2.304,5.22601411764706,3.90036540031433,2.83466319877096
11,2.01035294117647,5.09581900452489,0.0142556657393773,2.81364555249695
12,4.02070588235294,5.05390849673203,4.52069726983706,2.78423492097595
13,10.1647058823529,5.00289075630252,0.317521985371908,2.96179205447469
14,5.184,5.1921784989858,0.585314920544624,3.06220075023446
15,9.76941176470588,5.20470588235294,0.719466724805534,3.29431044518482
16,5.82776470588235,5.18582163187856,0.586751932899157,3.42067665226547
17,6.94588235294118,5.25577229601518,0.486127084990342,3.26950360479444
18,6.77647058823529,5.23828462998102,0.135878769556681,3.21593224673785
19,2.33788235294118,5.184,3.38479812939962,3.2990065795596
20,3.37694117647059,4.96103225806452,2.99862538476785,3.29877789704672
21,3.648,4.68523719165085,2.17598622639974,3.28538344975083
22,2.15717647058824,4.57375332068311,7.28348574638367,3.34751918571413
23,1.96517647058824,4.5136394686907,1.2896570165952,3.36411865978434
24,1.54729411764706,4.47174193548387,6.78765451054399,3.35159651409316
25,1.64894117647059,4.56173055028463,11.1775765506706,3.34551169348703
26,1.84094117647059,4.60727134724858,2.28820439564685,3.23150024312681
27,3.96423529411765,4.6805009487666,2.01955850142986,3.23533298589091
28,3.62541176470588,4.70017457305503,7.75583465894063,3.09599802780418
