day_number,grdc_mean_daily_runoff_mm_day,grdc_smoothed_mean_daily_runoff_mm_day,trmm_mean_daily_rainfall_mm_day,trmm_smoothed_mean_daily_rainfall_mm_day
1,2.64774193548387,2.88116129032258,1.67780976096789,2.82480091811158
2,2.84283870967742,2.85595445920304,6.23101901387175,2.72225103708459
3,3.12154838709677,2.83354838709677,5.14135776857535,2.68278387876021
4,3.8461935483871,2.81056706281834,1.16553614139557,2.72798247214472
5,3.51174193548387,2.78570322580645,5.82302832305431,2.94762114964426
6,3.20516129032258,2.77117050691244,1.84582565625509,2.89084385124937
7,2.81496774193548,2.74275659824047,5.40805912613869,3.00054202949007
8,2.592,2.71923702664797,3.05702482859294,2.99070924125288
9,2.67561290322581,2.68954838709677,1.08613814314206,3.03806679515789
10,2.64774193548387,2.66112,3.03822622299194,3.03583747992913
11,2.67561290322581,2.63273449131514,0.911082176367442,3.03477911889935
12,2.75922580645161,2.60335483870968,6.60132137934367,2.97471021342057
13,2.89858064516129,2.57308755760369,0.384849262237549,3.31656994267943
14,2.75922580645161,2.55932369299221,1.29137729008993,3.65188849775613
15,2.592,2.61894193548387,0.742475414276123,3.70836625114083
16,2.50838709677419,2.69089698231009,0.791684182484945,3.73601222031059
17,2.45264516129032,2.71157544224766,1.08145294065277,3.74826319088699
18,2.45264516129032,2.70438293444329,2.01184218724569,3.56826621569613
19,2.39690322580645,2.68640166493236,3.541557153066,3.42908298523836
20,2.31329032258065,2.64774193548387,7.12075602213542,3.46009809858696
21,2.48051612903226,2.61897190426639,1.75529788335164,3.28059291557599
22,2.14606451612903,2.60099063475546,5.30420377254486,3.34553222604977
23,2.2018064516129,2.59469719042664,2.77438790003459,3.33558159983286
24,2.00670967741935,2.59020187304891,4.12729053497314,3.26321375863526
25,1.97883870967742,2.57491779396462,2.98233391443888,3.40661608442184
26,1.92309677419355,2.55873465140479,3.00832009315491,3.35994670378265
27,1.83948387096774,2.54524869927159,1.41291867097219,3.53839631080628
28,1.75587096774194,2.53625806451613,12.5467826326688,3.34155724279342
29,2.17393548387097,2.52367117585848,13.0408080399036,3.46515564200699
30,4.34787096774193,2.52367117585848,5.34622109929721,3.48069630515191
31,4.84954838709677,2.52906555671176,4.56539129540324,3.49261945989584
32,3.28877419354839,2.53715712799168,2.05758984883626,3.60755110553275
