day_number,grdc_mean_daily_runoff_mm_day,grdc_smoothed_mean_daily_runoff_mm_day,trmm_mean_daily_rainfall_mm_day,trmm_smoothed_mean_daily_rainfall_mm_day
1,0.145454545454545,0.140165289256198,3.24645162282589,1.11896100745216
2,0.145454545454545,0.138920758385999,1.3662587073942,1.1063220223316
3,0.148099173553719,0.137667584940312,0.97104562719663,1.05446174453245
4,0.150743801652893,0.136685515441496,1.12783624331156,1.01222237021246
5,0.137520661157025,0.135933884297521,0.820063235455503,1.07768732687575
6,0.142809917355372,0.135379771743408,0.500643185079874,1.11928241707732
7,0.145454545454545,0.134996243425995,1.05909773359696,1.1572752342316
8,0.15603305785124,0.134646065397054,0.720142504076163,1.19191407399434
9,0.145454545454545,0.134545454545454,0.796580279866854,1.21938714631671
10,0.142809917355372,0.134664462809917,1.74071472956178,1.36092089803362
11,0.140165289256198,0.134672600127146,0.111095725931227,1.35657159165951
12,0.137520661157025,0.134484236302418,1.77825709184011,1.36134037110972
13,0.132231404958678,0.134214876033058,1.19704725841681,1.44012501360114
14,0.129586776859504,0.133964092333998,0.744416020810604,1.49348864449742
15,0.124297520661157,0.134082644628099,1.18859403381745,1.50992245404813
16,0.11900826446281,0.134278858970941,0.535132120052973,1.5079657192546
17,0.11900826446281,0.134364169554785,0.904098260402679,1.43452138212655
18,0.116363636363636,0.134705411890163,0.172837021946907,1.4542692341639
19,0.11900826446281,0.135473207144761,0.251913632452488,1.45852644441985
20,0.121652892561983,0.135985070647827,2.32152150347829,1.45767689562047
21,0.124297520661157,0.136923487070115,1.95118422110875,1.48416135153878
22,0.126942148760331,0.137776592908558,1.95512439447145,1.56445399781161
23,0.126942148760331,0.138459077579312,1.95396854877472,1.55737253536873
24,0.132231404958678,0.138885630498534,1.85126780973126,1.5420879005626
25,0.137520661157025,0.139738736336977,4.75773093923926,1.54342907605585
26,0.134876033057851,0.140506531591576,1.24783893230682,1.49176843893146
27,0.129586776859504,0.141274326846174,1.48532863681515,1.51796339858606
28,0.126942148760331,0.143151159690749,3.56731036086955,1.52992088377478
29,0.126942148760331,0.145283924286857,2.98767030959328,1.50400074953676
30,0.137520661157025,0.147160757131432,1.98650293101867,1.51489804679671
31,0.140165289256198,0.149293521727539,1.4492636754488,1.53654569614321
32,0.148099173553719,0.153303119168222,0.969677171856165,1.53432513900584
33,0.15603305785124,0.158165822447347,1.97844212055206,1.61638018356458
34,0.171900826446281,0.163881631564916,1.10301914513111,1.71585888267928
