yr,mnth,dy,Q,R
1978,1,1,172800,0.0934054054054054
1978,1,2,172800,0.0934054054054054
1978,1,3,172800,0.0934054054054054
1978,1,4,172800,0.0934054054054054
1978,1,5,172800,0.0934054054054054
1978,1,6,172800,0.0934054054054054
1978,1,7,172800,0.0934054054054054
1978,1,8,172800,0.0934054054054054
1978,1,9,172800,0.0934054054054054
1978,1,10,172800,0.0934054054054054
1978,1,11,172800,0.0934054054054054
1978,1,12,86400,0.0467027027027027
1978,1,13,86400,0.0467027027027027
1978,1,14,172800,0.0934054054054054
1978,1,15,86400,0.0467027027027027
1978,1,16,86400,0.0467027027027027
1978,1,17,86400,0.0467027027027027
1978,1,18,86400,0.0467027027027027
1978,1,19,172800,0.0934054054054054
1978,1,20,172800,0.0934054054054054
1978,1,21,172800,0.0934054054054054
1978,1,22,172800,0.0934054054054054
1978,1,23,172800,0.0934054054054054
1978,1,24,172800,0.0934054054054054
1978,1,25,86400,0.0467027027027027
1978,1,26,86400,0.0467027027027027
1978,1,27,86400,0.0467027027027027
1978,1,28,86400,0.0467027027027027
1978,1,29,86400,0.0467027027027027
1978,1,30,172800,0.0934054054054054
1978,1,31,172800,0.0934054054054054
1978,2,1,172800,0.0934054054054054
1978,2,2,172800,0.0934054054054054
1978,2,3,172800,0.0934054054054054
1978,2,4,172800,0.0934054054054054
1978,2,5,172800,0.0934054054054054
1978,2,6,172800,0.0934054054054054
1978,2,7,172800,0.0934054054054054
1978,2,8,172800,0.0934054054054054
1978,2,9,172800,0.0934054054054054
1978,2,10,172800,0.0934054054054054
1978,2,11,172800,0.0934054054054054
1978,2,12,172800,0.0934054054054054
1978,2,13,172800,0.0934054054054054
1978,2,14,172800,0.0934054054054054
1978,2,15,259200,0.140108108108108
1978,2,16,259200,0.140108108108108
1978,2,17,259200,0.140108108108108
1978,2,18,259200,0.140108108108108
1978,2,19,259200,0.140108108108108
1978,2,20,259200,0.140108108108108
1978,2,21,172800,0.0934054054054054
1978,2,22,172800,0.0934054054054054
1978,2,23,172800,0.0934054054054054
1978,2,24,172800,0.0934054054054054
1978,2,25,172800,0.0934054054054054
1978,2,26,172800,0.0934054054054054
1978,2,27,172800,0.0934054054054054
1978,2,28,172800,0.0934054054054054
1978,3,1,172800,0.0934054054054054
1978,3,2,172800,0.0934054054054054
1978,3,3,172800,0.0934054054054054
1978,3,4,259200,0.140108108108108
1978,3,5,259200,0.140108108108108
1978,3,6,172800,0.0934054054054054
1978,3,7,172800,0.0934054054054054
1978,3,8,172800,0.0934054054054054
1978,3,9,172800,0.0934054054054054
1978,3,10,172800,0.0934054054054054
1978,3,11,172800,0.0934054054054054
1978,3,12,172800,0.0934054054054054
1978,3,13,172800,0.0934054054054054
1978,3,14,172800,0.0934054054054054
1978,3,15,172800,0.0934054054054054
1978,3,16,172800,0.0934054054054054
1978,3,17,172800,0.0934054054054054
1978,3,18,172800,0.0934054054054054
1978,3,19,259200,0.140108108108108
1978,3,20,259200,0.140108108108108
1978,3,21,259200,0.140108108108108
1978,3,22,259200,0.140108108108108
1978,3,23,259200,0.140108108108108
1978,3,24,259200,0.140108108108108
1978,3,25,345600,0.186810810810811
1978,3,26,345600,0.186810810810811
1978,3,27,345600,0.186810810810811
1978,3,28,345600,0.186810810810811
1978,3,29,345600,0.186810810810811
1978,3,30,345600,0.186810810810811
1978,3,31,345600,0.186810810810811
1978,4,1,345600,0.186810810810811
1978,4,2,345600,0.186810810810811
1978,4,3,345600,0.186810810810811
1978,4,4,345600,0.186810810810811
1978,4,5,345600,0.186810810810811
1978,4,6,345600,0.186810810810811
1978,4,7,345600,0.186810810810811
1978,4,8,259200,0.140108108108108
1978,4,9,259200,0.140108108108108
1978,4,10,259200,0.140108108108108
1978,4,11,259200,0.140108108108108
1978,4,12,259200,0.140108108108108
1978,4,13,259200,0.140108108108108
1978,4,14,259200,0.140108108108108
1978,4,15,259200,0.140108108108108
1978,4,16,259200,0.140108108108108
1978,4,17,345600,0.186810810810811
1978,4,18,518400,0.280216216216216
1978,4,19,777600,0.420324324324324
1978,4,20,691200,0.373621621621622
1978,4,21,691200,0.373621621621622
1978,4,22,604800,0.326918918918919
1978,4,23,691200,0.373621621621622
1978,4,24,604800,0.326918918918919
1978,4,25,604800,0.326918918918919
1978,4,26,691200,0.373621621621622
1978,4,27,691200,0.373621621621622
1978,4,28,604800,0.326918918918919
1978,4,29,604800,0.326918918918919
1978,4,30,604800,0.326918918918919
1978,5,1,777600,0.420324324324324
1978,5,2,691200,0.373621621621622
1978,5,3,604800,0.326918918918919
1978,5,4,691200,0.373621621621622
1978,5,5,1123200,0.607135135135135
1978,5,6,950400,0.51372972972973
1978,5,7,1036800,0.560432432432432
1978,5,8,1123200,0.607135135135135
1978,5,9,1209600,0.653837837837838
1978,5,10,1468800,0.793945945945946
1978,5,11,2678400,1.44778378378378
1978,5,12,2937600,1.58789189189189
1978,5,13,2678400,1.44778378378378
1978,5,14,2678400,1.44778378378378
1978,5,15,2764800,1.49448648648649
1978,5,16,2678400,1.44778378378378
1978,5,17,2764800,1.49448648648649
1978,5,18,2678400,1.44778378378378
1978,5,19,2592000,1.40108108108108
1978,5,20,2332800,1.26097297297297
1978,5,21,2160000,1.16756756756757
1978,5,22,1900800,1.02745945945946
1978,5,23,1900800,1.02745945945946
1978,5,24,1900800,1.02745945945946
1978,5,25,1900800,1.02745945945946
1978,5,26,1814400,0.980756756756757
1978,5,27,1900800,1.02745945945946
1978,5,28,2332800,1.26097297297297
1978,5,29,2246400,1.21427027027027
1978,5,30,2505600,1.35437837837838
1978,5,31,2592000,1.40108108108108
1978,6,1,2505600,1.35437837837838
1978,6,2,2592000,1.40108108108108
1978,6,3,2505600,1.35437837837838
1978,6,4,2419200,1.30767567567568
1978,6,5,2332800,1.26097297297297
1978,6,6,1900800,1.02745945945946
1978,6,7,1900800,1.02745945945946
1978,6,8,1814400,0.980756756756757
1978,6,9,2246400,1.21427027027027
1978,6,10,3456000,1.86810810810811
1978,6,11,2851200,1.54118918918919
1978,6,12,2851200,1.54118918918919
1978,6,13,2937600,1.58789189189189
1978,6,14,3024000,1.63459459459459
1978,6,15,3369600,1.82140540540541
1978,6,16,4060800,2.19502702702703
1978,6,17,5356800,2.89556756756757
1978,6,18,3974400,2.14832432432432
1978,6,19,3974400,2.14832432432432
1978,6,20,4406400,2.38183783783784
1978,6,21,4233600,2.28843243243243
1978,6,22,3974400,2.14832432432432
1978,6,23,3369600,1.82140540540541
1978,6,24,3283200,1.7747027027027
1978,6,25,5184000,2.80216216216216
1978,6,26,4492800,2.42854054054054
1978,6,27,3974400,2.14832432432432
1978,6,28,3974400,2.14832432432432
1978,6,29,3801600,2.05491891891892
1978,6,30,3801600,2.05491891891892
1978,7,1,3888000,2.10162162162162
1978,7,2,3801600,2.05491891891892
1978,7,3,3369600,1.82140540540541
1978,7,4,3283200,1.7747027027027
1978,7,5,4233600,2.28843243243243
1978,7,6,3283200,1.7747027027027
1978,7,7,3283200,1.7747027027027
1978,7,8,3456000,1.86810810810811
1978,7,9,3542400,1.91481081081081
1978,7,10,3715200,2.00821621621622
1978,7,11,3715200,2.00821621621622
1978,7,12,4060800,2.19502702702703
1978,7,13,4320000,2.33513513513514
1978,7,14,4406400,2.38183783783784
1978,7,15,4233600,2.28843243243243
1978,7,16,4147200,2.24172972972973
1978,7,17,4579200,2.47524324324324
1978,7,18,4579200,2.47524324324324
1978,7,19,5011200,2.70875675675676
1978,7,20,4406400,2.38183783783784
1978,7,21,4147200,2.24172972972973
1978,7,22,3974400,2.14832432432432
1978,7,23,3888000,2.10162162162162
1978,7,24,3715200,2.00821621621622
1978,7,25,3542400,1.91481081081081
1978,7,26,3542400,1.91481081081081
1978,7,27,3369600,1.82140540540541
1978,7,28,3196800,1.728
1978,7,29,3110400,1.6812972972973
1978,7,30,2937600,1.58789189189189
1978,7,31,2678400,1.44778378378378
1978,8,1,2592000,1.40108108108108
1978,8,2,2851200,1.54118918918919
1978,8,3,2678400,1.44778378378378
1978,8,4,2592000,1.40108108108108
1978,8,5,2419200,1.30767567567568
1978,8,6,2505600,1.35437837837838
1978,8,7,2246400,1.21427027027027
1978,8,8,2419200,1.30767567567568
1978,8,9,2160000,1.16756756756757
1978,8,10,1987200,1.07416216216216
1978,8,11,1900800,1.02745945945946
1978,8,12,1900800,1.02745945945946
1978,8,13,1728000,0.934054054054054
1978,8,14,1728000,0.934054054054054
1978,8,15,1728000,0.934054054054054
1978,8,16,1641600,0.887351351351351
1978,8,17,1641600,0.887351351351351
1978,8,18,1555200,0.840648648648649
1978,8,19,1555200,0.840648648648649
1978,8,20,1468800,0.793945945945946
1978,8,21,1296000,0.70054054054054
1978,8,22,1209600,0.653837837837838
1978,8,23,1209600,0.653837837837838
1978,8,24,1123200,0.607135135135135
1978,8,25,1036800,0.560432432432432
1978,8,26,864000,0.467027027027027
1978,8,27,1036800,0.560432432432432
1978,8,28,864000,0.467027027027027
1978,8,29,777600,0.420324324324324
1978,8,30,777600,0.420324324324324
1978,8,31,691200,0.373621621621622
1978,9,1,950400,0.51372972972973
1978,9,2,777600,0.420324324324324
1978,9,3,777600,0.420324324324324
1978,9,4,691200,0.373621621621622
1978,9,5,777600,0.420324324324324
1978,9,6,864000,0.467027027027027
1978,9,7,777600,0.420324324324324
1978,9,8,777600,0.420324324324324
1978,9,9,691200,0.373621621621622
1978,9,10,777600,0.420324324324324
