grdc_id,drain_area_km2,maxz_m,k,mean_runoff_mm_day,cluster_num,total_flow_m,event_flow,seasonal_flow_m,annual_flow_m,event_frac,seasonal_frac,annual_frac,DJF_mean_runoff_mm_day,DJF_mean_TRMMrainfall_mm_day,MAM_mean_runoff_mm_day,MAM_mean_TRMMrainfall_mm_day,JJA_mean_runoff_mm_day,JJA_mean_TRMMrainfall_mm_day,SON_mean_runoff_mm_day,SON_mean_TRMMrainfall_mm_day,dist_from_sw_km
6985050,255,1797.123046875,2.9112304209365,4.73044778042652,3,17.2755952941177,11.6185976470587,4.82349176470601,0.833505882352934,0.672543981799275,0.279208425677141,0.048247592523584,7.74786487544021,5.11519133440356,6.24576982097186,3.55629592086062,1.7482557544757,3.18824209781666,3.22254686489982,5.52725499019636,10.4891990717143
6985100,423,2542.87109375,3.23653977620247,5.99227259217816,3,21.8777872340425,10.7836595744679,7.85606808510634,3.23805957446817,0.492904490710481,0.359088787228083,0.148006722061437,7.47683162711704,5.17206143541971,8.81517113783535,4.25365826955698,3.63992313569329,3.42154899284497,4.04245966799158,5.90174359399293,7.37669832918064
6985150,238,2154.6865234375,2.42172560112366,5.65820317173971,3,20.6637579831934,12.9008268907566,5.62652773109236,2.13640336134448,0.624321427944001,0.272289664622893,0.103388907433106,7.05645344612346,5.59593284517571,8.18464011691635,3.96038032549006,3.02336865180856,3.29847887464427,4.381833964355,6.061895824917,15.2450191235533
6985200,1410,3292.75439453125,5.24892851043385,6.40051828202561,3,23.3746927659575,9.4935829787234,8.50280170212777,5.37830808510635,0.40614792561251,0.363761003717281,0.230091070670209,3.3184469500401,5.91691185198876,9.69682146160961,5.57843000761758,8.70047733580018,3.8526465729813,3.79773486088379,6.70347802403596,10.7387154753361
6985300,310,3037.60302734375,3.35458779374998,5.52985337243399,3,20.1950245161289,9.33621677419367,5.91617032258025,4.94263741935501,0.462302819525533,0.292951876233438,0.244745304241029,2.86249052285247,4.47047825692275,7.2085834502104,4.86005957743214,7.54909396914447,4.89658930253632,4.43515916341723,6.4257324470729,67.3650302960303
6985350,1100,2795.07739257812,3.39461371695373,4.53382774071493,3,16.5575389090909,6.26619927272724,3.51310254545462,6.77823709090905,0.37844991982998,0.212175406305448,0.409374673864572,4.42702035879863,4.01515380093857,5.22241897233201,3.82727798995177,4.23120948616601,3.40287788470387,4.24948171828171,4.6999725975086,140.587117543895
6985360,469,2714.25317382812,2.66877839997707,4.69757051588509,3,15.4409142857143,7.41566226012792,2.75393091684439,5.27132110874197,0.48026056766527,0.17835284011597,0.34138659221876,4.47078050983646,4.09654144239566,5.48282191526839,3.79297073541832,4.26313154723278,3.42016045465214,4.56775463342628,5.14972927110237,148.21737123338
6990100,461,3354.71997070312,3.61308354390829,1.44628492277138,2,5.28183253796107,2.28482082429503,2.00406767895886,0.99294403470719,0.432581080122057,0.379426584344622,0.187992335533321,0.484545791227983,2.53516128091627,2.17100066019051,4.10059068651943,2.31237951523154,3.65178332028344,0.791277442730807,3.11236514198572,34.3279610123244
6990150,107,3686.30029296875,3.65873337394948,4.41790543652949,3,16.1341906542057,1.87576822429926,4.12701308411262,10.1314093457938,0.116260447425065,0.255793003353213,0.627946549221721,3.17440371345093,2.59705012650157,4.34194229987811,4.83493227898751,6.01745631856969,4.48081950127431,4.1101448084626,3.82421807589439,17.2211182752308
6990300,1070,3046.07788085938,3.49357217755667,0.606315013665542,2,1.10713121495328,0.463895327102788,0.408825420560774,0.234410467289717,0.419006637006765,0.369265553205477,0.211727809787758,0.261758501357314,1.55849882257181,1.23421048354328,3.34184862054358,0.650369768386835,2.06802357565966,0.268508164732462,1.43467197839457,201.43480374942
6990500,332,3333.62133789062,4.38728233977375,1.10970675153448,1,3.6464963855423,1.38968674698802,1.40165783132533,0.855151807228963,0.381101912646306,0.384384813017406,0.234513274336288,0.376402775095455,0.867073394305477,1.6076479832373,2.34951322903161,1.77139863803039,1.58857108323508,0.663471468290751,1.48676971271287,NaN
