mean_ksn_0_3,se_ksn_0_3,std_ksn_0_3,mean_ksn_0_4,se_ksn_0_4,std_ksn_0_4,mean_ksn_0_45,se_ksn_0_45,std_ksn_0_45,mean_ksn_0_6,se_ksn_0_6,std_ksn_0_6
8.7818267452897,1.91754357546749,4.69700331944739,37.4064734315095,7.54776974651246,18.4881845749715,77.3471373493098,15.0728536458007,36.9208003998608,689.111233502762,125.196419675843,306.667345829156
19.4610510048039,1.367496858228,4.73714807528343,92.2847705871977,6.58981149132602,22.8277766305558,201.899213308351,15.6135272822733,54.0868450765204,2153.01072113236,231.6971770083,802.622565097311
6.99606627064032,0.67442672177351,3.3040026744862,32.0297852861055,2.82605825467495,13.844801414668,68.9264939206474,5.99189416943924,29.3541666157675,703.382560948509,67.3343558082443,329.869627778415
19.322191155223,0.809660125181743,4.79001389776962,90.0107029237084,2.97734183375582,17.6141918300595,195.496465259558,6.48656252825343,38.3750214352116,2058.12577765209,110.483888401879,653.63149853259
13.9099100446816,0.718418469254104,4.97734915937587,64.1142073982693,2.77506653857144,19.2262249567601,138.673662715751,5.82586748292587,40.3627939143641,1449.69470830636,79.2948511889577,549.370844151552
10.1197250010799,0.781948558017231,3.02847374279164,46.1745950629371,3.7800814848254,14.6401926380358,99.1176401002177,8.90131586072304,34.4746480879123,1000.53721563163,129.474781205683,501.453671363457
7.36836502648964,0.579966827807283,2.5280167930178,34.2336370961823,2.62741981319409,11.4526574479696,74.1257135473419,5.83296440631234,25.4253023883852,766.352692795347,72.2080853441129,314.747746921548
10.5674645973441,1.06795389533177,3.54200236421397,47.3764281001854,3.7804927081361,12.538475835562,100.640518946412,7.13923427511591,23.6781613810044,977.967110021281,59.9224468738735,198.740272800643
11.7318745387494,1.08396664405792,3.06592065837352,51.4339323387698,3.80887630042481,10.7731290429244,107.91428637732,7.17632387094979,20.297709092558,1005.32254519969,59.2777188459734,167.66270787703
12.9587367093539,1.12415713485173,5.62078567425865,58.4890128222609,4.25671289037873,21.2835644518936,124.806111666334,8.2706166651389,41.3530833256945,1235.9586649692,65.5160576886357,327.580288443178
6.52783526419841,2.18641664459062,4.37283328918125,29.4590296350351,9.90681022386031,19.8136204477206,62.6241377855916,21.1322310283307,42.2644620566615,603.219209948409,206.765379903506,413.530759807012
18.6856138591111,0.93524815922237,1.61989732945841,87.3768225240387,6.1648665651939,10.6778621127985,189.066920635571,15.4247912137213,26.7165220783074,1920.12120582317,221.507872342128,383.662889173047
18.3441612890462,3.58330284092703,5.06755547572904,83.7846180816843,13.7395876927603,19.4307112565161,179.184887021532,26.5963775527665,37.6129578451178,1757.43843039593,179.820651157089,254.304803661117
13.4677597957525,0.812776262768369,4.45175893322982,60.5944638535298,3.34166289674462,18.3030414812509,129.149536385896,7.13708447270933,39.0914216052276,1276.5316814505,86.6482379151816,474.591944742193
4.54875132441689,0.279769322593066,1.28206409790925,21.3684914049165,1.47318125277141,6.75096460321487,46.5783189675362,3.56474867009438,16.3357306142006,493.505556830673,53.3311987545275,244.394255195357
13.921720768308,1.11827672091036,3.87382419507652,63.9850238816392,4.79643215691385,16.6153283816639,137.739479970739,10.6003848037989,36.7208101199214,1396.44211019488,136.293099140539,472.133144864871
21.2856151377555,0.688776824845479,7.82300091801761,98.7657979229007,2.61622661122405,29.71462227397,214.395738899454,5.40500582676548,61.3890653974352,2268.60952031136,71.5806018522748,812.99935451258
10.5612032910592,0.722221690698196,2.60400733806464,47.4986593255763,3.02992809944144,10.9245611235053,101.096650365996,6.63718951074094,23.9307271059482,989.49682323406,85.6665753936911,308.875230175355
22.5924417267868,1.72938649149522,10.2311884595004,102.270606230566,6.44064881553052,38.1033922476046,219.090683218993,12.7699338674533,75.5479475847597,2218.90093878063,133.10146557294,787.438889576999
15.6999876774173,0.862736885866146,3.85827664698636,71.118373926331,2.69755363718001,12.0638266113726,152.015005268471,4.92964663536209,22.0460499634455,1511.49186718614,62.6109582064151,280.004717371885
20.7432262691719,2.00714426785538,6.02143280356614,96.9469473478321,9.18476835558914,27.5543050667674,210.235143895021,20.2733195287803,60.8199585863408,2169.77550542862,239.306007076803,717.918021230408
18.490318956713,1.27686978400255,7.55406351478827,85.3135158473564,5.90968825740218,34.9621872240383,184.296332280501,13.1820618754542,77.9861297609431,1903.36523690516,165.561278067659,979.473730040213
15.9571120080957,0.569136800818242,4.02440491281396,74.6062558583618,2.0353329017841,14.3919769682363,162.461380429139,4.45153984978977,31.4771401450849,1729.86182529119,81.1439983148703,573.774714610346
16.4770788328832,1.11545870432746,4.98848297794007,76.6666836836085,3.71859022622541,16.6300410526127,166.352313187116,7.15473076089473,31.9969286841388,1741.47010267338,96.8967643067833,433.335503579486
20.9163029413758,1.19396205521817,8.27201176778889,97.0083376759616,4.72874819090735,32.7617284914038,210.101310101693,9.69331392049136,67.1572488160228,2185.32023746699,104.447843162507,723.635884393788
18.3769924043719,0.587776944361276,3.62330042644297,88.1932111518007,2.57972778328782,15.9025100711475,194.561717610455,6.52534555106748,40.2249314892117,2148.23341091887,123.941523462526,764.026862781701
17.464610623016,0.93929503307316,6.01442279237104,82.174357958188,3.65849607896762,23.4258049157906,179.637566350996,7.89175609140911,50.53189470481,1938.82119506598,116.7141241614,747.335037268604
14.4476139998879,0.730919985368186,5.42064768967552,68.1071674597286,3.18964065631131,23.6550082097147,148.84478488575,7.05151383135494,52.2954262078287,1596.27430619518,93.5942469526583,694.113512651163
20.2052953071383,0.875471193366933,5.87283930213398,92.835852608343,3.53431567243123,23.7089102924973,200.024661460132,7.68604887339001,51.5595832778572,2045.32762015346,106.709809019118,715.831160498307
14.6627838801195,1.09170550627366,1.89088940376867,65.9109277041898,2.39306722565757,4.14491402076681,139.930566070661,2.40018263536883,4.15723827190338,1346.33977067355,60.0887958189929,104.076847324128
8.02322502266377,0.572950544849338,4.79364818056361,38.8114331019515,2.78136768466554,23.2705916085329,86.1359210273436,6.31439912918865,52.8300534297372,977.23068613297,81.9645342320136,685.764493854096
9.36816800233249,1.09846040368735,2.45623213323677,43.8416033397392,4.94950684477185,11.0674337600104,95.0600808017815,10.8836306229328,24.3365379148761,977.578189856591,129.017352577513,288.491570640376
19.5230251833616,1.99916830529983,6.92532215532136,86.3707238469558,7.71072698656984,26.7107418080629,182.315998486573,15.4548129353157,53.5370424508789,1740.74936950374,146.617824115608,507.899041326861
19.0660646335983,1.55047921248066,6.93395383361421,87.3675932993926,6.3201885126296,28.2647422897061,187.722588065146,13.1005967962274,58.5876499643608,1891.2762000936,137.948725629795,616.925455835377
