sample_name,river_mouth,out_x,out_y,center_x,center_y,drainage_area,outlet_elevation,mean_el,max_el,se_el,std_el,mean_ksn,se_ksn,std_ksn,mean_ksn_0_45,se_ksn_0_45,std_ksn_0_45,mean_gradient,se_gradient,std_gradient,hyp_integral,dist_along_115,concavity,trunk_concavity,chi_R_squared,mean_ksn_q,se_ksn_q,std_ksn_q,mean_TRMM_MAP,se_TRMM_MAP,std_TRMM_MAP,mean_TRMM_TOP5,se_TRMM_TOP5,std_TRMM_TOP5,mean_SNOWperc,se_SNOWperc,std_SNOWperc,mean_SNOWstd,se_SNOWstd,std_SNOWstd,mean_EVI_DJF,se_EVI_DJF,std_EVI_DJF,mean_EVI_MAM,se_EVI_MAM,std_EVI_MAM,mean_EVI_JJA,se_EVI_JJA,std_EVI_JJA,mean_EVI_SON,se_EVI_SON,std_EVI_SON,mean_rlf1000,se_rlf1000,std_rlf1000,mean_rlf2500,se_rlf2500,std_rlf2500,mean_rlf5000,se_rlf5000,std_rlf5000,region,be10_atom_per_g,be10_unc,St_E_rate_g_cm2_yr,St_E_rate_m_Myr,St_Int_Unc,St_Ext_Unc,Lm_E_rate_g_cm2_yr,Lm_E_rate_m_Myr,Lm_Int_Unc,Lm_Ext_Unc,LSDn_E_rate_g_cm2_yr,LSDn_E_rate_m_Myr,LSDn_Int_Unc,LSDn_Ext_Unc,mode_rock_type,mode_rock_type_percent,rock_type_perc_unmapped,rock_type_perc_limestone_minor_clastics,rock_type_perc_limestone_marl,rock_type_perc_limestone,rock_type_perc_marl,rock_type_perc_limestone_sandstone,rock_type_perc_sandstone_shale,rock_type_perc_sandstone_minor_carbonate,rock_type_perc_shale,rock_type_perc_conglomerates,rock_type_perc_volcanic_undiff,rock_type_perc_phyllite_schist,rock_type_perc_granite,mksn_unmapped,mgrad_unmapped,mksn_limestone_minor_clastics,mgrad_limestone_minor_clastics,mksn_limestone_marl,mgrad_limestone_marl,mksn_limestone,mgrad_limestone,mksn_marl,mgrad_marl,mksn_limestone_sandstone,mgrad_limestone_sandstone,mksn_sandstone_shale,mgrad_sandstone_shale,mksn_sandstone_minor_carbonate,mgrad_sandstone_minor_carbonate,mksn_shale,mgrad_shale,mksn_conglomerates,mgrad_conglomerates,mksn_volcanic_undiff,mgrad_volcanic_undiff,mksn_phyllite_schist,mgrad_phyllite_schist,mksn_granite,mgrad_granite
93015-2,36,1000637.58,800840.6573,1002347.58,800780.6573,10.9944,1271,1649.379883,2058,1.497553587,165.518631,133.1866697,45.13878348,90.27756695,65.04687327,21.84438772,43.68877544,0.451631308,0.001173941,0.129751071,0.4855976,235294.2655,0.441894531,0.407164208,0.995464897,127.0613406,43.06282569,86.12565137,0.91015172,1.60E-07,1.77E-05,0.173856065,2.58E-08,2.85E-06,14.66601181,0.008596631,0.950151384,17.66601181,0.008596631,0.950151384,0.123846769,0.000288183,0.031851668,0.451364577,0.00016108,0.017803501,0.54156363,0.000173095,0.019131556,0.195144787,0.000166436,0.018395483,544.3685913,0.703486443,77.7535553,768.8358765,0.240981862,26.63476563,787,0,0,CGC,203484.0951,6587.826664,0.0126,46.5,1.52,4,0.0129,47.6,1.55,3.91,0.0126,46.7,1.52,3.17,sandstone_shale,56.32776686,0,0,0,43.67223314,0,0,56.32776686,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,188.8024348,0.4261392,NaN,NaN,NaN,NaN,172.1538074,0.471397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CT15081,37,974567.5795,839900.6573,973247.5795,837710.6573,7.9065,1907,2656.746338,3197,3.099123955,290.475708,409.2730497,37.98018674,65.78361312,189.1611213,15.33698533,26.56443783,0.578912556,0.002262066,0.212019652,0.5870417,193313.4165,0.099804687,0.100029613,0.985468467,469.1279924,43.53467391,75.40426711,1.313895583,1.44E-07,1.35E-05,0.155170456,3.51E-08,3.29E-06,52.78155899,0.045280952,4.2441082,38.8476944,0.005660119,0.530513465,-0.030424219,0.000171809,0.016103406,0.190732762,0.000798111,0.074805625,0.406429201,0.00052827,0.049513847,0.103217453,0.000327392,0.030685915,763.8077393,1.305050015,122.3201599,1147.95105,1.243649244,116.5651627,1290,0,0,CGC,26944.17217,3213.165762,0.188,696,83,99.6,0.183,678,80.9,95.6,0.187,693,82.7,92.3,sandstone_shale,100,0,0,0,0,0,0,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,408.1519344,0.5789125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CT15123,38,967697.5795,822800.6573,966377.5795,820880.6573,6.6636,1306,2018.478394,2689,3.740056753,321.8187866,383.3855219,50.97551982,72.09027148,184.0381158,31.06163802,43.92778976,0.568934977,0.001791551,0.154156685,0.5203555,194199.7473,0.724902344,0.724628652,0.990691861,404.6790385,53.80673806,76.09421871,1.114144087,2.58E-07,2.22E-05,0.15516834,1.37E-08,1.18E-06,28.85629463,0.020898731,1.798262715,32.72096252,0.017351029,1.492995381,0.006101414,0.000650523,0.055975188,0.37068513,0.000717988,0.061780356,0.546150267,0.000240618,0.020704305,0.130231127,0.000238073,0.020485386,807.4886475,1.175927877,101.1844788,1258.087769,1.190887213,102.4716797,1383,0,0,CGC,35510.82193,3608.213254,0.0956,354,36,45.6,0.094,348,35.4,44,0.093,344,35,40.5,sandstone_shale,69.13830362,0,30.86169638,0,0,0,0,69.13830362,0,0,0,0,0,0,NaN,NaN,351.6460473,0.6156032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,429.1327832,0.5481032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CT15125,39,972947.5795,812780.6573,969317.5795,813320.6573,40.0527,1073,1781.600342,2561,1.495419264,315.4696655,276.1952409,15.87933287,86.97468809,130.2922086,7.202513012,39.44978848,0.55597353,0.000894178,0.188633397,0.4809893,200059.2863,0.527148438,0.513493867,0.978080235,291.5353297,16.76128281,91.80532687,1.114238739,3.44E-07,7.25E-05,0.191866711,1.09E-07,2.30E-05,26.70691872,0.027837358,5.872495174,31.05132294,0.020228248,4.267297268,0.046466708,0.000301544,0.063612886,0.424794734,0.000183889,0.03879264,0.517391443,0.000182462,0.03849164,0.198771298,0.000258993,0.054636471,754.5274658,0.523943543,110.5297318,1191.172607,0.406843603,85.8266449,1445.366089,0.213504925,45.04043198,CGC,65748.18126,3619.081456,0.0439,163,8.97,15.7,0.0433,161,8.85,15,0.0423,157,8.63,12.7,sandstone_shale,58.22978226,0,0,41.77021774,0,0,0,58.22978226,0,0,0,0,0,0,NaN,NaN,NaN,NaN,275.7205954,0.5251094,NaN,NaN,NaN,NaN,NaN,NaN,288.2225156,0.5781115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CT15131,41,978617.5795,783530.6573,973457.5795,787130.6573,35.1198,671,995.355835,1344,0.695365071,137.3623199,101.916989,8.757090738,40.13003117,46.67933773,3.559511674,16.31173168,0.198038369,0.000537531,0.106183797,0.4875655,214879.7728,0.284667969,0.272217948,0.966230841,102.0919428,8.772123426,40.19891961,1.003438115,9.66E-09,1.91E-06,0.186937705,2.72E-09,5.36E-07,11.14240646,0.00978699,1.933320642,15.85802841,0.011798525,2.330679178,0.161092401,0.000109296,0.021590268,0.443591714,0.00030822,0.060885683,0.452123225,0.00036217,0.071543105,0.25246653,0.000122727,0.024243511,252.8379364,0.253537893,50.08383942,390.2538452,0.190578789,37.64690781,534.5617065,0.352953076,69.7223053,CGC,177228.844,8262.466988,0.00902,33.4,1.57,3.09,0.00929,34.4,1.62,3.06,0.0089,33,1.55,2.5,conglomerates,55.7403516,0,0,1.665727026,0,0,0,42.59392138,0,0,55.7403516,0,0,0,NaN,NaN,NaN,NaN,NaN,0.203093,NaN,NaN,NaN,NaN,NaN,NaN,92.64338365,0.1926708,NaN,NaN,NaN,NaN,119.7044119,0.2019888,NaN,NaN,NaN,NaN,NaN,NaN
82916-1,42,1117727.58,750770.6573,1118507.58,754190.6573,21.2949,494,1165.768433,2103,2.311582327,355.5706482,297.3166767,24.31616619,84.23367056,139.1128377,10.46076836,36.23716459,0.463924199,0.001175895,0.18087779,0.4217196,360260.7628,0.391601563,0.491202873,0.951952039,297.4541456,24.32740914,84.2726173,1.00096643,2.70E-07,4.15E-05,0.147992417,7.84E-08,1.21E-05,9.510375977,0.032349505,4.976043701,11.96141338,0.035584301,5.473624229,0.213549033,0.000234245,0.036031827,0.521308124,0.000256052,0.039386302,0.557558537,0.000195485,0.030069763,0.327424943,0.000231156,0.035556797,670.6488647,0.909656465,139.9245605,1129.883301,1.110873103,170.8759766,1504.509033,0.739844739,113.8039017,ALZN,28710.93983,2239.29094,0.0667,247,19.3,27.4,0.0656,243,19,26.3,0.0621,230,17.9,22.5,sandstone_shale,73.39081188,0,0,0,0,0,0,73.39081188,26.60918812,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,298.7562995,0.4887959,269.6394188,0.3953235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
82916-3,44,1132607.58,745610.6573,1138817.58,753290.6573,231.7626,536,1950.516235,3607,1.185445786,601.5643921,467.963069,11.97812922,136.045396,215.2552316,5.409187229,61.436557,0.644784391,0.000446396,0.226527557,0.4652576,379048.2304,0.452539063,0.443032831,0.985313792,494.6605069,13.11069416,148.908861,1.081415534,0.000265716,0.134839714,0.135924891,2.15E-05,0.010886261,27.93512917,0.030548364,15.50202274,24.23877907,0.017331174,8.794849396,0.065873265,0.000167671,0.085085854,0.385249853,0.000236285,0.119904675,0.481206506,0.000190328,0.09658359,0.193429515,0.00014724,0.074718356,919.6742554,0.321867108,163.3341522,1514.342041,0.422955662,214.6323853,2105.806396,0.502803862,255.1520233,ALZN,13092.98504,1812.621469,0.258,957,133,153,0.249,923,128,145,0.244,903,125,136,sandstone_shale,70.41869568,0,0,0,0,0,0,70.41869568,29.58130432,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,483.3736773,0.650712,442.5010718,0.6306744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
82916-4,45,1130807.58,743510.6573,1128947.58,747380.6573,18.6867,490,1123.088135,2027,2.281311512,328.7226563,215.7085902,15.17443517,54.71220407,101.7632679,6.934731739,25.00353087,0.462478429,0.001363565,0.196481183,0.4160376,372600.6465,0.564550781,0.562074131,0.96497442,201.2403451,14.25286292,51.38942806,0.868872046,0.000165829,0.023894859,0.147989944,6.65E-08,9.58E-06,7.681115627,0.015966378,2.300654888,9.659394264,0.016180128,2.331454754,0.200611308,0.000167414,0.024123326,0.53002888,0.000303753,0.04376895,0.557031155,0.000249548,0.035958227,0.315024078,0.000229808,0.033113956,655.0768433,1.115926504,160.7980042,1123.985962,1.169356585,168.496933,1488.373413,0.424857378,61.21928024,ALZN,31030.77435,1857.679046,0.0596,221,13.2,21.9,0.0587,218,13,20.9,0.0554,205,12.3,17.3,sandstone_minor_carbonate,59.32187064,0,0,0,0,0,2.095072966,38.5830564,59.32187064,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,223.9303582,0.2800133,237.6661541,0.5463542,234.2367729,0.4143691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
83016-2,47,1143557.58,740090.6573,1147577.58,747380.6573,57.0321,729,1996.151855,3380,2.291295767,576.7924805,471.6278906,26.37130509,156.0147449,219.2373024,12.79912011,75.72061575,0.690976143,0.001007247,0.25355643,0.4828296,389485.1606,0.480859375,0.43475171,0.970544682,476.1709407,25.72823608,152.2102973,0.973592222,0.000435448,0.109616227,0.126094133,1.66E-09,4.17E-07,27.87154579,0.057761837,14.54050255,25.38619804,0.034312423,8.637535095,0.061585054,0.000345461,0.086963482,0.361426204,0.000471593,0.118715085,0.451070219,0.000388728,0.097855315,0.195300177,0.000291554,0.073393531,953.6279297,0.620979846,156.3204956,1489.487915,0.72320199,182.0530853,2014.350342,0.737313926,185.6055145,ALZN,7234.410078,1697.344273,0.514,1900,446,471,0.481,1780,418,439,0.461,1710,401,413,sandstone_minor_carbonate,77.48268081,0,0,0,0,0,0,22.51731919,77.48268081,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,467.6598907,0.6974564,444.6487701,0.6890943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
83116-1,49,1150427.58,734060.6573,1152317.58,738320.6573,35.6526,720,1534.954224,2511,1.763394833,350.973175,325.8930661,10.08803263,45.11505345,153.1317454,4.866966179,21.76573444,0.605912089,0.000950322,0.189145029,0.4611321,397609.9809,0.413574219,0.413169772,0.993974244,315.5855679,9.768963622,43.68813346,0.937607706,6.82E-07,0.000135728,0.159708992,0.000132998,0.026470942,14.16526985,0.028857782,5.743641376,17.00234795,0.029424794,5.856494904,0.144715443,0.00025967,0.05168283,0.466052055,0.000230577,0.045892414,0.529316962,0.000218114,0.043411713,0.249018997,0.00026194,0.052134696,813.9376221,0.458135694,91.18396759,1222.550171,0.476350337,94.80927277,1576.888062,0.719269514,143.1581268,ALZN,6350.714773,1351.145996,0.41,1520,323,344,0.389,1440,306,325,0.366,1360,288,299,sandstone_minor_carbonate,98.08148634,0,0,0,0,0,0,1.918513657,98.08148634,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,310.4618578,0.6379415,323.3461102,0.6052855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10115-4,4,1100117.58,765470.6573,1101917.58,767960.6573,18.4428,630,1536.266235,2868,3.722814322,532.921875,456.82869,45.56559719,136.6967916,211.7640311,20.3276185,60.98285549,0.577325523,0.001455117,0.208300427,0.4090216,339405.6632,0.475097656,0.487585226,0.982057091,442.1014222,45.34734705,136.0420412,0.913704693,0.000256842,0.036766965,0.142561316,4.23E-05,0.006056364,15.44319725,0.055254422,7.909685612,16.79626274,0.047659256,6.822435379,0.140913233,0.000622698,0.089139372,0.452088684,0.000665392,0.095251039,0.525405467,0.000389054,0.055693246,0.266875595,0.00045946,0.065771826,885.4196777,1.162670135,166.4365387,1505.782349,1.934551358,276.9315491,2075.936035,1.308369517,187.293457,ALZN,32628.18803,2435.140453,0.0783,290,21.7,31.5,0.0769,285,21.3,30.2,0.0741,274,20.5,26.1,sandstone_shale,100,0,0,0,0,0,0,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,474.5806847,0.5773255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90216-1,53,1173377.58,720020.6573,1178207.58,719990.6573,57.3444,1279,2379.784424,3506,1.799817562,454.3104553,399.7006388,30.09172528,178.0250476,185.1715684,13.16672727,77.89540902,0.624934137,0.000827296,0.208826199,0.4992938,428820.8823,0.348632813,0.152365324,0.879946857,389.7733696,29.34223858,173.5910244,0.950961411,7.50E-06,0.001893986,0.151709616,5.31E-10,1.34E-07,34.9514389,0.035950713,9.074688911,33.05004883,0.015565289,3.928994656,0.00581208,0.000217275,0.054844555,0.282026917,0.000410007,0.103494197,0.367824137,0.000374353,0.094494358,0.143265113,0.000215417,0.054375727,829.7561646,0.706995428,178.4599915,1405.088867,1.035575151,261.400177,1932.041138,0.795487702,200.797226,ALZN,32921.78448,3282.722847,0.13,482,48.1,61.3,0.127,469,46.8,58.5,0.126,467,46.6,54.1,sandstone_shale,87.48352062,0,0,0,0.010986251,0,0,87.48352062,12.50549313,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1147404,NaN,NaN,NaN,NaN,412.3133844,0.6209706,517.4674182,0.6531168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90216-2,54,1171667.58,720470.6573,1174427.58,726920.6573,90.7443,1155,2231.752686,3416,1.337255716,424.6223755,355.5450512,11.11215694,78.57481525,164.221162,4.62382178,32.69535736,0.636770904,0.000727016,0.230851278,0.4810309,422466.2943,0.556542969,0.38968243,0.975822025,342.6626418,10.73902238,75.93635547,0.930172026,2.49E-05,0.007900172,0.151709944,1.45E-09,4.62E-07,34.78443146,0.028434077,9.028748512,33.36622238,0.012276205,3.898096323,0.003486856,0.000185856,0.059015393,0.260600954,0.000326476,0.103666842,0.329464853,0.000268407,0.085228093,0.124957412,0.000173952,0.055235501,861.6717529,0.407453507,129.3798065,1380.502563,0.401426315,127.4659729,1817.343018,0.451051265,143.2235107,ALZN,3464.139776,1232.219689,1.51,5610,1990,2040,1.37,5080,1810,1850,1.26,4670,1660,1680,sandstone_minor_carbonate,54.85237089,0,0,0,0,0,0,45.14762911,54.85237089,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,388.5595562,0.6652053,355.6685781,0.6133688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90216-3,55,1167047.58,718610.6573,1167257.58,723950.6573,40.626,976,1929.57312,2813,1.863219023,395.862793,362.4152889,15.3517218,68.65498704,168.0822505,7.246938744,32.40929532,0.642930567,0.001116298,0.237170652,0.5243304,417223.2437,0.479492188,0.487099297,0.979291401,346.946013,15.61636794,69.83852055,0.916393638,0.000242795,0.051584594,0.153531611,3.29E-05,0.00699026,24.81980515,0.040529184,8.610901833,25.86650467,0.034968965,7.429567814,0.083527789,0.000311217,0.066121779,0.392953724,0.000348539,0.074051157,0.463011742,0.00034291,0.072855219,0.207091019,0.000208897,0.04438252,813.1611938,0.58208555,123.6709213,1238.765503,0.527559221,112.0861588,1612.489136,0.691588581,146.9361267,ALZN,7026.982493,899.0681575,0.488,1810,231,272,0.457,1690,217,251,0.435,1610,206,227,sandstone_shale,69.75852902,0,0,0,12.57199823,0,10.15507311,69.75852902,7.514399646,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,307.4467837,0.7282856,NaN,NaN,373.478258,0.6224787,362.1185247,0.6446546,NaN,0.5117516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90416-1,59,1186067.58,696830.6573,1190417.58,700280.6573,76.2723,1081,2302.545166,3681,2.226113796,648.0515137,456.8105817,20.5550855,142.4098098,210.6136525,9.651618222,66.86837255,0.623423815,0.000849445,0.24728474,0.4743705,448216.7063,0.539550781,0.659664752,0.958303632,441.6915776,20.20491381,139.9837491,0.929939747,0.00018852,0.054880582,0.166462421,3.77E-05,0.010977649,31.77904892,0.044986051,13.09604168,25.98588753,0.017790353,5.179009914,0.059947383,0.000212344,0.061816115,0.269726187,0.000508718,0.148094565,0.338086396,0.000488547,0.142222568,0.139861137,0.0002561,0.074554197,896.2915039,0.775544226,225.7713013,1544.299072,1.116724491,325.0934448,2156.497314,1.122517705,326.7799377,ALZN,3788.788674,1655.380539,1.46,5390,2360,2390,1.32,4870,2130,2160,1.21,4490,1960,1980,limestone,42.26226297,0,0,16.18936364,42.26226297,0,10.71660354,6.430906109,5.373641545,14.10315409,0,4.924068109,0,0,NaN,NaN,NaN,NaN,389.9741224,0.5030909,518.9938195,0.6694295,NaN,NaN,626.3349201,0.6495233,691.1163811,0.6038602,400.7975028,0.5583594,462.5463923,0.6631293,NaN,NaN,419.0333588,0.5502303,NaN,NaN,NaN,NaN
90516-1,63,1235057.58,677240.6573,1238117.58,684260.6573,71.5104,1151,2439.593506,3926,2.076490164,585.3198242,431.2356612,17.41097577,107.3284628,195.4560936,6.464685869,39.8510001,0.646685183,0.000834252,0.235158443,0.4694326,498217.9323,0.383789063,0.402032845,0.985955649,457.0703477,18.45404141,113.7583513,1.123411417,1.90E-08,5.36E-06,0.147204131,5.93E-05,0.016714584,37.92287445,0.045514632,12.82963753,33.40999985,0.014619378,4.120901585,0.028450236,0.000218228,0.06151399,0.232958898,0.000468895,0.132171854,0.287828475,0.000467185,0.131689712,0.130341873,0.000285108,0.080366157,871.9099731,0.419259697,118.1806717,1385.869629,0.350195676,98.71295166,1928.196777,0.817901611,230.5496216,ALZN,15670.39179,2151.059423,0.289,1070,147,170,0.274,1020,140,159,0.27,1000,137,150,volcanic_undiff,37.35904148,0,0,0,6.886830447,0,8.968485703,21.22810109,24.5695731,0.987968184,0,37.35904148,0,0,NaN,NaN,NaN,NaN,NaN,NaN,386.8289573,0.591158,NaN,NaN,404.6711362,0.6683663,503.637265,0.6507785,401.8294747,0.5930169,449.3459892,0.5203116,NaN,NaN,442.0772094,0.6880283,NaN,NaN,NaN,NaN
90516-3,65,1248347.58,668900.6573,1251797.58,675680.6573,70.4952,992,2151.313965,3271,1.787406087,500.2438354,394.8141168,18.42464464,117.9752887,180.1031101,7.834602932,50.16593592,0.623076797,0.000780102,0.218328297,0.5138271,514242.2875,0.303222656,0.338892041,0.973377362,391.1097804,18.91783202,121.1332287,0.99923259,0.000518036,0.144983396,0.148503512,1.97E-09,5.51E-07,32.23718262,0.040568281,11.35390186,31.26649475,0.024769176,6.932183743,0.055192817,0.000246965,0.06911844,0.308904856,0.000306993,0.085918538,0.372373939,0.000280629,0.078540146,0.169594333,0.000201367,0.056357,843.1773071,0.479560226,134.2151947,1339.92749,0.496078819,138.8382721,1768.294312,0.632906377,177.1324005,ALZN,11750.03098,3767.841349,0.321,1190,382,393,0.304,1120,361,371,0.294,1090,349,355,shale,37.21529977,0,4.467112654,0,6.424267184,0,0,31.67577367,5.68506792,37.21529977,0,14.53247881,0,0,NaN,NaN,375.9048263,0.6009356,NaN,NaN,577.8611949,0.6858463,NaN,NaN,NaN,NaN,392.48838,0.5972265,434.6740124,0.636082,413.9803587,0.6489688,NaN,NaN,301.5582049,0.5870851,NaN,NaN,NaN,NaN
90616-1,66,1195607.58,686900.6573,1197347.58,693980.6573,88.9875,884,1908.214966,3464,1.699328542,534.3435669,326.752149,16.22000237,120.2907571,149.9038387,7.097144132,52.63382957,0.572764516,0.000799287,0.251331031,0.4009529,457159.9143,0.496484375,0.439654508,0.920929363,301.6523742,15.61821026,115.8277473,0.823854744,0.00021514,0.067649372,0.151670605,1.14E-09,3.58E-07,23.90817642,0.032689746,10.27909279,23.75935364,0.015889667,4.996409893,0.115617581,0.000258425,0.081260256,0.384527147,0.00042279,0.132943824,0.458887756,0.000382705,0.120339185,0.218736723,0.000254067,0.079889968,784.8104248,0.635005295,199.6735687,1323.129883,0.870945454,273.8635254,1929.877197,0.992708683,312.1512451,ALZN,8815.791424,2947.965705,0.379,1400,469,482,0.357,1320,443,454,0.342,1270,423,430,volcanic_undiff,31.26978508,0,0,19.53173198,23.2596713,0,0,1.504930468,7.036156764,17.3977244,0,31.26978508,0,0,NaN,NaN,NaN,NaN,333.9172305,0.5126166,448.0085317,0.6775694,NaN,NaN,NaN,NaN,325.0834152,0.4873104,432.1573627,0.6577919,286.6290958,0.5663131,NaN,NaN,302.8046795,0.5209455,NaN,NaN,NaN,NaN
10215-2,6,1053527.58,788090.6573,1055837.58,792410.6573,79.9218,753,1876.490356,3072,1.683850884,501.7819214,432.5306255,17.76455619,119.1682657,201.621834,7.653142676,51.33884179,0.624629319,0.000650418,0.19382225,0.4893724,287309.9839,0.487402344,0.42144514,0.943875519,414.4568645,17.02224496,114.1886905,0.918169677,1.42E-08,4.23E-06,0.154294297,4.27E-05,0.0127236,24.50716209,0.038494393,11.47119999,24.50278091,0.023809245,7.09507513,0.075765856,0.000323917,0.09652631,0.403900802,0.000330876,0.098599821,0.521255195,0.000134569,0.040101171,0.211829454,0.00020592,0.061363395,879.6557007,0.42441678,126.4747772,1491.428955,0.594461441,177.147522,2040.559448,0.68249315,203.380661,ALZN,8377.160349,937.5704146,0.395,1460,164,200,0.376,1390,156,187,0.364,1350,151,170,sandstone_shale,61.9445508,0,0,0,0,0,0,61.9445508,0,0,0,38.0554492,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,435.9096453,0.6176845,NaN,NaN,NaN,NaN,NaN,NaN,447.0590318,0.6359363,NaN,NaN,NaN,NaN
91416-1,74,1279547.58,651050.6573,1276817.58,652280.6573,8.5383,999,1686.379272,2317,3.192801952,310.9828491,297.3459775,1.979529761,3.428646122,139.5950417,2.892598103,5.01012688,0.493444204,0.002224915,0.21670948,0.5267666,546807.3757,0.274609375,0.223440591,0.97851478,244.8996542,1.630377375,2.823896448,0.678344905,2.63E-08,2.56E-06,0.219079599,2.07E-08,2.01E-06,18,0,0,22,0,0,0.127716526,0.000204592,0.019927526,0.416040361,0.000466479,0.045435622,0.432550788,0.000576246,0.056127034,0.22769323,0.000181124,0.017641746,692.6494141,1.22880888,119.6875,1115.478638,1.141303658,111.1643829,1317.946899,0.006551843,0.638157606,ALZN,4194.004159,4279.394321,0.757,2800,2860,2870,0.695,2570,2630,2630,0.636,2350,2400,2410,volcanic_undiff,84.71592706,0,12.30104353,0,0,0,0,2.983029409,0,0,0,84.71592706,0,0,NaN,NaN,298.6241272,0.5270254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4121787,NaN,NaN,NaN,NaN,NaN,NaN,297.4529682,0.49143,NaN,NaN,NaN,NaN
16AF01,76,1286477.58,714770.6573,1276427.58,706310.6573,99.4275,736,1469.765869,3037,1.531154275,508.9216919,192.3486712,14.60919969,122.229334,86.42788393,6.295694788,52.67356168,0.259542912,0.000504333,0.167629197,0.32203,523619.851,0.547070313,0.642578556,0.795917355,157.0838417,12.63377923,105.7017807,0.629729509,0.000182948,0.060807891,0.2102855,7.76E-05,0.025796743,23.64583015,0.022631444,7.522189617,27.61317062,0.016308736,5.420661926,0.128518447,0.000159497,0.053013232,0.474212497,0.000190265,0.063239954,0.474416643,0.000203964,0.067792974,0.25211364,0.000171198,0.056902502,337.0114746,0.497080624,165.2185669,617.9904785,0.963181913,320.1402893,983.3187256,1.365546823,453.8774414,NGC,60497.6711,4512.769297,0.0397,147,11,16,0.039,145,10.8,15.3,0.0374,138,10.3,13.2,sandstone_minor_carbonate,56.77302557,0,0,17.7714415,0,0,0,25.45553293,56.77302557,0,0,0,0,0,NaN,NaN,NaN,NaN,350.1722866,0.3521275,NaN,NaN,NaN,NaN,NaN,NaN,181.9893114,0.2810003,140.6512219,0.2209437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10215-3,7,1034027.58,793520.6573,1031567.58,795230.6573,13.2237,578,1070.418335,1781,1.938832045,235.0149231,206.4220545,24.44453852,54.65964982,96.64771702,11.67245777,26.10040905,0.479204237,0.001345903,0.163143203,0.4134406,264122.1104,0.607128906,0.616160471,0.992540728,195.7956764,23.18616082,51.84583174,0.899672449,1.64E-07,1.98E-05,0.14532724,2.19E-05,0.002650648,6.523378372,0.009138397,1.107707858,7.857278824,0.01372938,1.664202571,0.194855154,0.000125625,0.015227545,0.523738623,0.000244369,0.029621108,0.554117024,0.000132017,0.016002413,0.279917508,0.000203537,0.024671707,604.3710327,0.676742792,82.03116608,919.3608398,1.025698066,124.3296738,1188.461426,0.315510422,38.24449539,ALZN,25890.27295,2119.104003,0.0684,253,20.8,28.9,0.0676,250,20.5,27.8,0.0638,236,19.4,23.9,sandstone_shale,53.33151841,0,46.66848159,0,0,0,0,53.33151841,0,0,0,0,0,0,NaN,NaN,169.3231324,0.5318086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,226.8434805,0.4331726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
