yr,mnth,dy,Q,R
1978,1,1,7776000,5.51489361702128
1978,1,2,7084800,5.02468085106383
1978,1,3,6739200,4.77957446808511
1978,1,4,6220800,4.41191489361702
1978,1,5,5961600,4.22808510638298
1978,1,6,5702400,4.04425531914894
1978,1,7,5529600,3.92170212765957
1978,1,8,5184000,3.67659574468085
1978,1,9,4924800,3.49276595744681
1978,1,10,4924800,3.49276595744681
1978,1,11,4492800,3.1863829787234
1978,1,12,3888000,2.75744680851064
1978,1,13,3715200,2.63489361702128
1978,1,14,3456000,2.45106382978723
1978,1,15,3283200,2.32851063829787
1978,1,16,3283200,2.32851063829787
1978,1,17,3110400,2.20595744680851
1978,1,18,2937600,2.08340425531915
1978,1,19,2937600,2.08340425531915
1978,1,20,2851200,2.02212765957447
1978,1,21,2764800,1.96085106382979
1978,1,22,2678400,1.89957446808511
1978,1,23,2592000,1.83829787234043
1978,1,24,2592000,1.83829787234043
1978,1,25,2592000,1.83829787234043
1978,1,26,2505600,1.77702127659574
1978,1,27,2505600,1.77702127659574
1978,1,28,2505600,1.77702127659574
1978,1,29,2505600,1.77702127659574
1978,1,30,2505600,1.77702127659574
1978,1,31,2505600,1.77702127659574
1978,2,1,2592000,1.83829787234043
1978,2,2,2592000,1.83829787234043
1978,2,3,3542400,2.51234042553192
1978,2,4,3369600,2.38978723404255
1978,2,5,3196800,2.26723404255319
1978,2,6,3196800,2.26723404255319
1978,2,7,3456000,2.45106382978723
1978,2,8,3801600,2.69617021276596
1978,2,9,3715200,2.63489361702128
1978,2,10,3715200,2.63489361702128
1978,2,11,3715200,2.63489361702128
1978,2,12,3715200,2.63489361702128
1978,2,13,3456000,2.45106382978723
1978,2,14,3801600,2.69617021276596
1978,2,15,4752000,3.37021276595745
1978,2,16,6566400,4.65702127659574
1978,2,17,6739200,4.77957446808511
1978,2,18,6307200,4.4731914893617
1978,2,19,5097600,3.61531914893617
1978,2,20,5097600,3.61531914893617
1978,2,21,10022400,7.10808510638298
1978,2,22,7344000,5.20851063829787
1978,2,23,6220800,4.41191489361702
1978,2,24,5356800,3.79914893617021
1978,2,25,4752000,3.37021276595745
1978,2,26,4320000,3.06382978723404
1978,2,27,4147200,2.94127659574468
1978,2,28,4320000,3.06382978723404
1978,3,1,5011200,3.55404255319149
1978,3,2,4924800,3.49276595744681
1978,3,3,5011200,3.55404255319149
1978,3,4,5097600,3.61531914893617
1978,3,5,5529600,3.92170212765957
1978,3,6,5270400,3.73787234042553
1978,3,7,5270400,3.73787234042553
1978,3,8,5356800,3.79914893617021
1978,3,9,6048000,4.28936170212766
1978,3,10,10195200,7.23063829787234
1978,3,11,7862400,5.57617021276596
1978,3,12,6220800,4.41191489361702
1978,3,13,5443200,3.86042553191489
1978,3,14,4838400,3.43148936170213
1978,3,15,4665600,3.30893617021277
1978,3,16,4492800,3.1863829787234
1978,3,17,4492800,3.1863829787234
1978,3,18,4320000,3.06382978723404
1978,3,19,4492800,3.1863829787234
1978,3,20,4492800,3.1863829787234
1978,3,21,9763200,6.92425531914894
1978,3,22,9331200,6.61787234042553
1978,3,23,7603200,5.39234042553192
1978,3,24,7257600,5.14723404255319
1978,3,25,6912000,4.90212765957447
1978,3,26,6393600,4.53446808510638
1978,3,27,7171200,5.08595744680851
1978,3,28,8726400,6.18893617021277
1978,3,29,7430400,5.26978723404255
1978,3,30,7084800,5.02468085106383
1978,3,31,6566400,4.65702127659574
1978,4,1,5875200,4.1668085106383
1978,4,2,5443200,3.86042553191489
1978,4,3,6220800,4.41191489361702
1978,4,4,6912000,4.90212765957447
1978,4,5,7084800,5.02468085106383
1978,4,6,11577600,8.21106382978724
1978,4,7,11491200,8.14978723404255
1978,4,8,8899200,6.31148936170213
1978,4,9,8467200,6.00510638297872
1978,4,10,9763200,6.92425531914894
1978,4,11,7603200,5.39234042553192
1978,4,12,6480000,4.59574468085106
1978,4,13,6307200,4.4731914893617
1978,4,14,6048000,4.28936170212766
1978,4,15,6912000,4.90212765957447
1978,4,16,8985600,6.37276595744681
1978,4,17,11232000,7.96595744680851
1978,4,18,13996800,9.9268085106383
1978,4,19,11750400,8.3336170212766
1978,4,20,11059200,7.84340425531915
1978,4,21,9936000,7.0468085106383
1978,4,22,9331200,6.61787234042553
1978,4,23,9331200,6.61787234042553
1978,4,24,8899200,6.31148936170213
1978,4,25,8121600,5.76
1978,4,26,7948800,5.63744680851064
1978,4,27,7948800,5.63744680851064
1978,4,28,8035200,5.69872340425532
1978,4,29,7862400,5.57617021276596
1978,4,30,10800000,7.65957446808511
1978,5,1,9936000,7.0468085106383
