yr,mnth,dy,Q,R
1978,1,1,345600,3.22990654205607
1978,1,2,345600,3.22990654205607
1978,1,3,345600,3.22990654205607
1978,1,4,345600,3.22990654205607
1978,1,5,345600,3.22990654205607
1978,1,6,345600,3.22990654205607
1978,1,7,345600,3.22990654205607
1978,1,8,345600,3.22990654205607
1978,1,9,345600,3.22990654205607
1978,1,10,345600,3.22990654205607
1978,1,11,345600,3.22990654205607
1978,1,12,345600,3.22990654205607
1978,1,13,345600,3.22990654205607
1978,1,14,345600,3.22990654205607
1978,1,15,345600,3.22990654205607
1978,1,16,345600,3.22990654205607
1978,1,17,345600,3.22990654205607
1978,1,18,345600,3.22990654205607
1978,1,19,345600,3.22990654205607
1978,1,20,345600,3.22990654205607
1978,1,21,345600,3.22990654205607
1978,1,22,345600,3.22990654205607
1978,1,23,345600,3.22990654205607
1978,1,24,345600,3.22990654205607
1978,1,25,345600,3.22990654205607
1978,1,26,345600,3.22990654205607
1978,1,27,345600,3.22990654205607
1978,1,28,345600,3.22990654205607
1978,1,29,345600,3.22990654205607
1978,1,30,345600,3.22990654205607
1978,1,31,345600,3.22990654205607
1978,2,1,345600,3.22990654205607
1978,2,2,345600,3.22990654205607
1978,2,3,345600,3.22990654205607
1978,2,4,345600,3.22990654205607
1978,2,5,345600,3.22990654205607
1978,2,6,345600,3.22990654205607
1978,2,7,345600,3.22990654205607
1978,2,8,345600,3.22990654205607
1978,2,9,345600,3.22990654205607
1978,2,10,345600,3.22990654205607
1978,2,11,345600,3.22990654205607
1978,2,12,345600,3.22990654205607
1978,2,13,345600,3.22990654205607
1978,2,14,345600,3.22990654205607
1978,2,15,345600,3.22990654205607
1978,2,16,345600,3.22990654205607
1978,2,17,345600,3.22990654205607
1978,2,18,345600,3.22990654205607
1978,2,19,345600,3.22990654205607
1978,2,20,345600,3.22990654205607
1978,2,21,345600,3.22990654205607
1978,2,22,345600,3.22990654205607
1978,2,23,345600,3.22990654205607
1978,2,24,345600,3.22990654205607
1978,2,25,345600,3.22990654205607
1978,2,26,345600,3.22990654205607
1978,2,27,345600,3.22990654205607
1978,2,28,345600,3.22990654205607
1978,3,1,345600,3.22990654205607
1978,3,2,345600,3.22990654205607
1978,3,3,345600,3.22990654205607
1978,3,4,345600,3.22990654205607
1978,3,5,345600,3.22990654205607
1978,3,6,345600,3.22990654205607
1978,3,7,345600,3.22990654205607
1978,3,8,345600,3.22990654205607
1978,3,9,345600,3.22990654205607
1978,3,10,345600,3.22990654205607
1978,3,11,345600,3.22990654205607
1978,3,12,345600,3.22990654205607
1978,3,13,345600,3.22990654205607
1978,3,14,345600,3.22990654205607
1978,3,15,345600,3.22990654205607
1978,3,16,345600,3.22990654205607
1978,3,17,345600,3.22990654205607
1978,3,18,345600,3.22990654205607
1978,3,19,345600,3.22990654205607
1978,3,20,345600,3.22990654205607
1978,3,21,345600,3.22990654205607
1978,3,22,345600,3.22990654205607
1978,3,23,345600,3.22990654205607
1978,3,24,345600,3.22990654205607
1978,3,25,345600,3.22990654205607
1978,3,26,345600,3.22990654205607
1978,3,27,345600,3.22990654205607
1978,3,28,345600,3.22990654205607
1978,3,29,345600,3.22990654205607
1978,3,30,345600,3.22990654205607
1978,3,31,345600,3.22990654205607
1978,4,1,345600,3.22990654205607
1978,4,2,345600,3.22990654205607
1978,4,3,345600,3.22990654205607
1978,4,4,345600,3.22990654205607
1978,4,5,345600,3.22990654205607
1978,4,6,345600,3.22990654205607
1978,4,7,345600,3.22990654205607
1978,4,8,345600,3.22990654205607
1978,4,9,345600,3.22990654205607
1978,4,10,345600,3.22990654205607
1978,4,11,345600,3.22990654205607
1978,4,12,345600,3.22990654205607
1978,4,13,345600,3.22990654205607
1978,4,14,345600,3.22990654205607
1978,4,15,345600,3.22990654205607
1978,4,16,432000,4.03738317757009
1978,4,17,432000,4.03738317757009
1978,4,18,432000,4.03738317757009
1978,4,19,432000,4.03738317757009
1978,4,20,432000,4.03738317757009
1978,4,21,432000,4.03738317757009
1978,4,22,432000,4.03738317757009
1978,4,23,432000,4.03738317757009
1978,4,24,432000,4.03738317757009
1978,4,25,432000,4.03738317757009
1978,4,26,432000,4.03738317757009
1978,4,27,432000,4.03738317757009
1978,4,28,432000,4.03738317757009
1978,4,29,432000,4.03738317757009
1978,4,30,432000,4.03738317757009
1978,5,1,432000,4.03738317757009
1978,5,2,432000,4.03738317757009
1978,5,3,518400,4.84485981308411
1978,5,4,518400,4.84485981308411
1978,5,5,604800,5.65233644859813
1978,5,6,777600,7.26728971962617
1978,5,7,691200,6.45981308411215
1978,5,8,691200,6.45981308411215
1978,5,9,777600,7.26728971962617
1978,5,10,691200,6.45981308411215
1978,5,11,691200,6.45981308411215
1978,5,12,777600,7.26728971962617
1978,5,13,777600,7.26728971962617
1978,5,14,864000,8.07476635514019
1978,5,15,950400,8.88224299065421
1978,5,16,950400,8.88224299065421
1978,5,17,950400,8.88224299065421
1978,5,18,1036800,9.68971962616823
1978,5,19,1036800,9.68971962616823
1978,5,20,950400,8.88224299065421
1978,5,21,950400,8.88224299065421
1978,5,22,777600,7.26728971962617
1978,5,23,691200,6.45981308411215
1978,5,24,604800,5.65233644859813
1978,5,25,604800,5.65233644859813
1978,5,26,604800,5.65233644859813
1978,5,27,604800,5.65233644859813
1978,5,28,604800,5.65233644859813
1978,5,29,691200,6.45981308411215
1978,5,30,691200,6.45981308411215
1978,5,31,691200,6.45981308411215
1978,6,1,691200,6.45981308411215
1978,6,2,691200,6.45981308411215
1978,6,3,691200,6.45981308411215
1978,6,4,691200,6.45981308411215
1978,6,5,691200,6.45981308411215
1978,6,6,777600,7.26728971962617
1978,6,7,777600,7.26728971962617
1978,6,8,777600,7.26728971962617
1978,6,9,777600,7.26728971962617
1978,6,10,777600,7.26728971962617
1978,6,11,777600,7.26728971962617
1978,6,12,777600,7.26728971962617
1978,6,13,777600,7.26728971962617
1978,6,14,777600,7.26728971962617
1978,6,15,777600,7.26728971962617
1978,6,16,777600,7.26728971962617
1978,6,17,864000,8.07476635514019
1978,6,18,777600,7.26728971962617
1978,6,19,777600,7.26728971962617
1978,6,20,777600,7.26728971962617
1978,6,21,864000,8.07476635514019
1978,6,22,777600,7.26728971962617
1978,6,23,777600,7.26728971962617
1978,6,24,777600,7.26728971962617
1978,6,25,777600,7.26728971962617
1978,6,26,777600,7.26728971962617
1978,6,27,864000,8.07476635514019
1978,6,28,864000,8.07476635514019
1978,6,29,864000,8.07476635514019
1978,6,30,864000,8.07476635514019
1978,7,1,950400,8.88224299065421
1978,7,2,950400,8.88224299065421
1978,7,3,950400,8.88224299065421
1978,7,4,950400,8.88224299065421
1978,7,5,950400,8.88224299065421
1978,7,6,950400,8.88224299065421
1978,7,7,950400,8.88224299065421
1978,7,8,1036800,9.68971962616823
1978,7,9,1123200,10.4971962616822
1978,7,10,1123200,10.4971962616822
1978,7,11,1209600,11.3046728971963
1978,7,12,1123200,10.4971962616822
1978,7,13,1123200,10.4971962616822
1978,7,14,1123200,10.4971962616822
1978,7,15,1123200,10.4971962616822
1978,7,16,1036800,9.68971962616823
1978,7,17,1036800,9.68971962616823
1978,7,18,950400,8.88224299065421
1978,7,19,864000,8.07476635514019
1978,7,20,864000,8.07476635514019
1978,7,21,864000,8.07476635514019
1978,7,22,864000,8.07476635514019
1978,7,23,864000,8.07476635514019
1978,7,24,864000,8.07476635514019
1978,7,25,864000,8.07476635514019
1978,7,26,864000,8.07476635514019
1978,7,27,864000,8.07476635514019
1978,7,28,864000,8.07476635514019
1978,7,29,864000,8.07476635514019
1978,7,30,864000,8.07476635514019
1978,7,31,864000,8.07476635514019
1978,8,1,864000,8.07476635514019
1978,8,2,864000,8.07476635514019
1978,8,3,864000,8.07476635514019
1978,8,4,950400,8.88224299065421
1978,8,5,864000,8.07476635514019
1978,8,6,864000,8.07476635514019
1978,8,7,864000,8.07476635514019
1978,8,8,864000,8.07476635514019
1978,8,9,777600,7.26728971962617
1978,8,10,691200,6.45981308411215
1978,8,11,604800,5.65233644859813
1978,8,12,604800,5.65233644859813
1978,8,13,518400,4.84485981308411
1978,8,14,518400,4.84485981308411
1978,8,15,518400,4.84485981308411
1978,8,16,518400,4.84485981308411
1978,8,17,518400,4.84485981308411
1978,8,18,777600,7.26728971962617
1978,8,19,950400,8.88224299065421
1978,8,20,864000,8.07476635514019
1978,8,21,864000,8.07476635514019
1978,8,22,691200,6.45981308411215
1978,8,23,777600,7.26728971962617
1978,8,24,518400,4.84485981308411
1978,8,25,432000,4.03738317757009
1978,8,26,518400,4.84485981308411
1978,8,27,432000,4.03738317757009
1978,8,28,432000,4.03738317757009
1978,8,29,432000,4.03738317757009
1978,8,30,432000,4.03738317757009
1978,8,31,432000,4.03738317757009
1978,9,1,432000,4.03738317757009
1978,9,2,432000,4.03738317757009
1978,9,3,432000,4.03738317757009
1978,9,4,432000,4.03738317757009
1978,9,5,432000,4.03738317757009
1978,9,6,518400,4.84485981308411
1978,9,7,518400,4.84485981308411
1978,9,8,518400,4.84485981308411
1978,9,9,518400,4.84485981308411
1978,9,10,518400,4.84485981308411
1978,9,11,432000,4.03738317757009
1978,9,12,432000,4.03738317757009
1978,9,13,432000,4.03738317757009
1978,9,14,432000,4.03738317757009
1978,9,15,432000,4.03738317757009
1978,9,16,432000,4.03738317757009
1978,9,17,432000,4.03738317757009
1978,9,18,432000,4.03738317757009
1978,9,19,432000,4.03738317757009
1978,9,20,432000,4.03738317757009
1978,9,21,432000,4.03738317757009
1978,9,22,432000,4.03738317757009
1978,9,23,518400,4.84485981308411
1978,9,24,432000,4.03738317757009
1978,9,25,432000,4.03738317757009
1978,9,26,432000,4.03738317757009
1978,9,27,432000,4.03738317757009
1978,9,28,432000,4.03738317757009
1978,9,29,432000,4.03738317757009
1978,9,30,432000,4.03738317757009
1978,10,1,432000,4.03738317757009
1978,10,2,432000,4.03738317757009
1978,10,3,432000,4.03738317757009
1978,10,4,432000,4.03738317757009
1978,10,5,432000,4.03738317757009
1978,10,6,432000,4.03738317757009
1978,10,7,432000,4.03738317757009
1978,10,8,432000,4.03738317757009
1978,10,9,432000,4.03738317757009
1978,10,10,432000,4.03738317757009
1978,10,11,432000,4.03738317757009
1978,10,12,432000,4.03738317757009
1978,10,13,432000,4.03738317757009
1978,10,14,432000,4.03738317757009
1978,10,15,432000,4.03738317757009
1978,10,16,432000,4.03738317757009
1978,10,17,432000,4.03738317757009
1978,10,18,432000,4.03738317757009
1978,10,19,432000,4.03738317757009
1978,10,20,432000,4.03738317757009
1978,10,21,432000,4.03738317757009
1978,10,22,432000,4.03738317757009
1978,10,23,432000,4.03738317757009
1978,10,24,432000,4.03738317757009
1978,10,25,432000,4.03738317757009
1978,10,26,432000,4.03738317757009
1978,10,27,518400,4.84485981308411
1978,10,28,518400,4.84485981308411
1978,10,29,432000,4.03738317757009
1978,10,30,518400,4.84485981308411
1978,10,31,518400,4.84485981308411
1978,11,1,432000,4.03738317757009
1978,11,2,432000,4.03738317757009
1978,11,3,432000,4.03738317757009
1978,11,4,432000,4.03738317757009
1978,11,5,345600,3.22990654205607
1978,11,6,345600,3.22990654205607
1978,11,7,345600,3.22990654205607
1978,11,8,345600,3.22990654205607
1978,11,9,345600,3.22990654205607
1978,11,10,345600,3.22990654205607
1978,11,11,345600,3.22990654205607
1978,11,12,345600,3.22990654205607
1978,11,13,345600,3.22990654205607
1978,11,14,259200,2.42242990654206
1978,11,15,259200,2.42242990654206
1978,11,16,259200,2.42242990654206
1978,11,17,259200,2.42242990654206
1978,11,18,259200,2.42242990654206
1978,11,19,259200,2.42242990654206
1978,11,20,259200,2.42242990654206
1978,11,21,259200,2.42242990654206
1978,11,22,259200,2.42242990654206
1978,11,23,259200,2.42242990654206
1978,11,24,259200,2.42242990654206
1978,11,25,259200,2.42242990654206
1978,11,26,259200,2.42242990654206
1978,11,27,259200,2.42242990654206
1978,11,28,259200,2.42242990654206
1978,11,29,259200,2.42242990654206
1978,11,30,259200,2.42242990654206
1978,12,1,259200,2.42242990654206
1978,12,2,259200,2.42242990654206
1978,12,3,259200,2.42242990654206
1978,12,4,259200,2.42242990654206
1978,12,5,259200,2.42242990654206
1978,12,6,259200,2.42242990654206
1978,12,7,259200,2.42242990654206
1978,12,8,259200,2.42242990654206
1978,12,9,259200,2.42242990654206
1978,12,10,259200,2.42242990654206
1978,12,11,259200,2.42242990654206
1978,12,12,259200,2.42242990654206
1978,12,13,259200,2.42242990654206
1978,12,14,259200,2.42242990654206
1978,12,15,259200,2.42242990654206
1978,12,16,259200,2.42242990654206
1978,12,17,259200,2.42242990654206
1978,12,18,259200,2.42242990654206
1978,12,19,259200,2.42242990654206
1978,12,20,259200,2.42242990654206
1978,12,21,259200,2.42242990654206
1978,12,22,259200,2.42242990654206
1978,12,23,259200,2.42242990654206
1978,12,24,259200,2.42242990654206
1978,12,25,259200,2.42242990654206
1978,12,26,259200,2.42242990654206
1978,12,27,259200,2.42242990654206
1978,12,28,259200,2.42242990654206
1978,12,29,259200,2.42242990654206
1978,12,30,259200,2.42242990654206
1978,12,31,259200,2.42242990654206
1979,1,1,259200,2.42242990654206
1979,1,2,259200,2.42242990654206
1979,1,3,259200,2.42242990654206
1979,1,4,259200,2.42242990654206
1979,1,5,259200,2.42242990654206
1979,1,6,259200,2.42242990654206
1979,1,7,259200,2.42242990654206
1979,1,8,259200,2.42242990654206
1979,1,9,259200,2.42242990654206
1979,1,10,259200,2.42242990654206
1979,1,11,345600,3.22990654205607
1979,1,12,345600,3.22990654205607
1979,1,13,345600,3.22990654205607
1979,1,14,345600,3.22990654205607
1979,1,15,345600,3.22990654205607
1979,1,16,345600,3.22990654205607
1979,1,17,345600,3.22990654205607
1979,1,18,345600,3.22990654205607
1979,1,19,345600,3.22990654205607
1979,1,20,345600,3.22990654205607
1979,1,21,345600,3.22990654205607
1979,1,22,259200,2.42242990654206
1979,1,23,259200,2.42242990654206
1979,1,24,259200,2.42242990654206
1979,1,25,259200,2.42242990654206
1979,1,26,259200,2.42242990654206
1979,1,27,259200,2.42242990654206
1979,1,28,259200,2.42242990654206
1979,1,29,259200,2.42242990654206
1979,1,30,259200,2.42242990654206
1979,1,31,259200,2.42242990654206
1979,2,1,259200,2.42242990654206
1979,2,2,259200,2.42242990654206
1979,2,3,259200,2.42242990654206
1979,2,4,259200,2.42242990654206
1979,2,5,259200,2.42242990654206
1979,2,6,259200,2.42242990654206
1979,2,7,259200,2.42242990654206
1979,2,8,259200,2.42242990654206
1979,2,9,259200,2.42242990654206
1979,2,10,259200,2.42242990654206
1979,2,11,259200,2.42242990654206
1979,2,12,259200,2.42242990654206
1979,2,13,259200,2.42242990654206
1979,2,14,259200,2.42242990654206
1979,2,15,259200,2.42242990654206
1979,2,16,259200,2.42242990654206
1979,2,17,259200,2.42242990654206
1979,2,18,259200,2.42242990654206
1979,2,19,259200,2.42242990654206
1979,2,20,259200,2.42242990654206
1979,2,21,259200,2.42242990654206
1979,2,22,259200,2.42242990654206
1979,2,23,259200,2.42242990654206
1979,2,24,259200,2.42242990654206
1979,2,25,259200,2.42242990654206
1979,2,26,259200,2.42242990654206
