yr,mnth,dy,Q,R
1978,1,1,1555200,1.41381818181818
1978,1,2,1728000,1.57090909090909
1978,1,3,1728000,1.57090909090909
1978,1,4,1814400,1.64945454545455
1978,1,5,1728000,1.57090909090909
1978,1,6,1555200,1.41381818181818
1978,1,7,1296000,1.17818181818182
1978,1,8,1468800,1.33527272727273
1978,1,9,2160000,1.96363636363636
1978,1,10,2505600,2.27781818181818
1978,1,11,1382400,1.25672727272727
1978,1,12,1382400,1.25672727272727
1978,1,13,1296000,1.17818181818182
1978,1,14,1296000,1.17818181818182
1978,1,15,1814400,1.64945454545455
1978,1,16,1987200,1.80654545454545
1978,1,17,1814400,1.64945454545455
1978,1,18,1728000,1.57090909090909
1978,1,19,1814400,1.64945454545455
1978,1,20,3628800,3.29890909090909
1978,1,21,8726400,7.93309090909091
1978,1,22,3110400,2.82763636363636
1978,1,23,2592000,2.35636363636364
1978,1,24,2592000,2.35636363636364
1978,1,25,2246400,2.04218181818182
1978,1,26,2073600,1.88509090909091
1978,1,27,3283200,2.98472727272727
1978,1,28,5961600,5.41963636363636
1978,1,29,4147200,3.77018181818182
1978,1,30,3628800,3.29890909090909
1978,1,31,2678400,2.43490909090909
1978,2,1,2246400,2.04218181818182
1978,2,2,2160000,1.96363636363636
1978,2,3,2592000,2.35636363636364
1978,2,4,2592000,2.35636363636364
1978,2,5,1987200,1.80654545454545
1978,2,6,1814400,1.64945454545455
1978,2,7,2073600,1.88509090909091
1978,2,8,2246400,2.04218181818182
1978,2,9,2419200,2.19927272727273
1978,2,10,3196800,2.90618181818182
1978,2,11,4060800,3.69163636363636
1978,2,12,4060800,3.69163636363636
1978,2,13,3628800,3.29890909090909
1978,2,14,2419200,2.19927272727273
1978,2,15,2246400,2.04218181818182
1978,2,16,2678400,2.43490909090909
1978,2,17,3715200,3.37745454545455
1978,2,18,5616000,5.10545454545455
1978,2,19,3542400,3.22036363636364
1978,2,20,6393600,5.81236363636364
1978,2,21,6912000,6.28363636363636
1978,2,22,10713600,9.73963636363636
1978,2,23,4924800,4.47709090909091
1978,2,24,5875200,5.34109090909091
1978,2,25,10540800,9.58254545454546
1978,2,26,4147200,3.77018181818182
1978,2,27,3715200,3.37745454545455
1978,2,28,4406400,4.00581818181818
1978,3,1,3888000,3.53454545454545
1978,3,2,3024000,2.74909090909091
1978,3,3,3196800,2.90618181818182
1978,3,4,3283200,2.98472727272727
1978,3,5,3369600,3.06327272727273
1978,3,6,3456000,3.14181818181818
1978,3,7,2764800,2.51345454545455
1978,3,8,2592000,2.35636363636364
1978,3,9,3110400,2.82763636363636
1978,3,10,4060800,3.69163636363636
1978,3,11,6566400,5.96945454545455
1978,3,12,4147200,3.77018181818182
1978,3,13,4406400,4.00581818181818
1978,3,14,4147200,3.77018181818182
1978,3,15,3801600,3.456
1978,3,16,3283200,2.98472727272727
1978,3,17,3196800,2.90618181818182
1978,3,18,3110400,2.82763636363636
1978,3,19,3024000,2.74909090909091
1978,3,20,3024000,2.74909090909091
1978,3,21,3024000,2.74909090909091
1978,3,22,2764800,2.51345454545455
1978,3,23,3542400,3.22036363636364
1978,3,24,4406400,4.00581818181818
1978,3,25,4060800,3.69163636363636
1978,3,26,3196800,2.90618181818182
1978,3,27,3283200,2.98472727272727
1978,3,28,3369600,3.06327272727273
1978,3,29,3456000,3.14181818181818
1978,3,30,3542400,3.22036363636364
1978,3,31,3628800,3.29890909090909
1978,4,1,3542400,3.22036363636364
1978,4,2,3456000,3.14181818181818
1978,4,3,3456000,3.14181818181818
1978,4,4,3628800,3.29890909090909
1978,4,5,5616000,5.10545454545455
1978,4,6,8121600,7.38327272727273
1978,4,7,8812800,8.01163636363636
1978,4,8,29808000,27.0981818181818
1978,4,9,25660800,23.328
1978,4,10,36892800,33.5389090909091
1978,4,11,9849600,8.95418181818182
1978,4,12,5356800,4.86981818181818
1978,4,13,4406400,4.00581818181818
1978,4,14,3628800,3.29890909090909
1978,4,15,3196800,2.90618181818182
1978,4,16,3369600,3.06327272727273
1978,4,17,3888000,3.53454545454545
1978,4,18,4665600,4.24145454545455
1978,4,19,4233600,3.84872727272727
1978,4,20,4406400,4.00581818181818
1978,4,21,4406400,4.00581818181818
1978,4,22,4492800,4.08436363636364
1978,4,23,4838400,4.39854545454545
1978,4,24,4752000,4.32
1978,4,25,11664000,10.6036363636364
1978,4,26,12528000,11.3890909090909
1978,4,27,6652800,6.048
1978,4,28,4838400,4.39854545454545
1978,4,29,4838400,4.39854545454545
1978,4,30,8035200,7.30472727272727
1978,5,1,7603200,6.912
1978,5,2,4838400,4.39854545454545
1978,5,3,4233600,3.84872727272727
1978,5,4,5443200,4.94836363636364
1978,5,5,5529600,5.02690909090909
1978,5,6,4752000,4.32
1978,5,7,4665600,4.24145454545455
1978,5,8,4060800,3.69163636363636
1978,5,9,3974400,3.61309090909091
1978,5,10,4492800,4.08436363636364
1978,5,11,4579200,4.16290909090909
1978,5,12,4406400,4.00581818181818
1978,5,13,4579200,4.16290909090909
1978,5,14,5443200,4.94836363636364
1978,5,15,5097600,4.63418181818182
1978,5,16,4838400,4.39854545454545
1978,5,17,5356800,4.86981818181818
1978,5,18,5011200,4.55563636363636
1978,5,19,4838400,4.39854545454545
1978,5,20,4579200,4.16290909090909
1978,5,21,3196800,2.90618181818182
1978,5,22,3283200,2.98472727272727
1978,5,23,3369600,3.06327272727273
1978,5,24,3369600,3.06327272727273
1978,5,25,3542400,3.22036363636364
