mean_runoff,mean_djf_runoff,mean_mam_runoff,mean_jja_runoff,mean_son_runoff
1.244050550468303,0.2918674764382214,4.1622212565601435,3.6931855067685544,0.5072882200998304
7.144984911023082,3.912743863866727,11.664238809433328,13.715080679198705,4.8475902143806
6.106850660361154,3.6882824493983812,8.011698270933076,9.659539509589436,4.923968531737839
5.44426650205755,3.1224561435220624,8.693451267573167,8.327981980158578,4.057040701813622
5.136187352163949,2.898579237656671,8.154369673962368,7.771067354327083,3.862170359134998
2.1108259955890594,1.0762803227328568,3.2901518859645806,2.259701498372245,1.561640109592145
0.9915914079310286,0.4231119242142273,1.2012772469071702,1.2617496590189081,0.43723938281880714
0.991543850182764,0.4231119242142273,1.2012772469071702,1.2617496590189081,0.43723938281880714
0.9086618062935801,0.3683053769246292,1.2461936704212015,1.106326080212154,0.3493450348892776
1.1505616855248666,0.3138971024029247,2.5035179380856816,3.2398225458171876,0.4575381342934397
1.1460156420532024,0.3154748252270482,2.4363415147506022,3.2170248342373,0.4550658492151043
1.2472040644348126,0.347482122703316,2.775027126992226,3.2767593617906585,0.49779582631693164
1.2471742058003423,0.347482122703316,2.775027126992226,3.2767593617906585,0.49779582631693164
0.9829284559188463,0.31297229987424685,1.663052645928016,1.9063089109128408,0.4046571129401678
0.9826859374765899,0.3129705376189262,1.6630352435271822,1.9063059509809934,0.40465455270207795
1.3961524043255191,0.2743694200419958,7.043502481799924,3.248792255079607,0.917633050401536
1.0525969031111386,0.27445051921117025,3.573720929818359,1.7265986124367643,0.6404090924309456
1.3960099659473082,0.2743694200419958,7.043502481799924,3.248792255079607,0.917633050401536
0.8729068103462805,0.2745174135535856,2.029910962461174,0.9876488105262131,0.4816570647528222
0.8727936084932076,0.2745174135535856,2.029910962461174,0.9876488105262131,0.4816570647528222
0.8203340223260543,0.27540508429377936,1.407909415502802,1.13822024161358,0.38137117255938163
0.8928548816450372,0.2748668028136449,1.8461834265257213,1.2707095842737506,0.5002220531843642
0.8928582441295096,0.2748668028136449,1.8461834265257213,1.2707095842737506,0.5002220531843642
0.8914911945118642,0.27484480768881303,1.8567832937779625,1.251725310951993,0.499072810418853
0.8892150979998074,0.2748123818201861,1.8046419188557037,1.160868464981285,0.5218334724483387
0.9899530201685272,0.27474042755931066,2.655386929955177,1.0819442966488333,0.738394982046024
0.8041153990038317,0.28049971140865326,1.1217138527941528,0.33052529842145056,0.614312866218216
0.8828067974844546,0.2747168041687542,1.7329619259631128,0.9853709320507619,0.5632626058816739
0.8489333654972613,0.27540243266455444,1.656809742495712,1.7768440897743345,0.33883146977568956
0.6565982570336235,0.28291362490544736,0.5258949586725792,0.15656768889674944,0.30439420843175596
0.6633507527728755,0.28410431030462474,0.5202526490337929,0.17136561731949426,0.32351360909423366
1.0554550612109486,0.283203198005891,2.91684767423304,2.810052535512798,0.42934561257494747
0.8480057221124855,0.27565342164274875,1.6494851669415325,1.7629650081571206,0.33585514127997373
0.8457492340098158,0.2755854598357857,1.636455292947864,1.7508821504804954,0.33477084570536686
