mean_runoff,mean_djf_runoff,mean_mam_runoff,mean_jja_runoff,mean_son_runoff
1.9443490730589499,-0.7898290090815694,5.458424999994918,4.836990200569655,0.7934353802428937
5.742223043774057,4.726254449646933,9.181631148733299,9.110475243705464,4.131312062810764
5.396111450214766,4.625585026124839,7.775863928307398,7.8614667870266235,4.15924980541919
5.146697478267155,4.344899328122353,8.076040747943726,7.358145037732529,3.819951170937322
5.021274276961595,4.22085480662193,7.840500459738113,7.128163982230987,3.735995904849411
3.1458013610547964,2.6031800233958124,4.654849338232015,3.4836733308249705,2.3312718132871786
1.3289918257092053,0.8010968802295793,1.1653182624763687,2.009681322560386,0.5824103170959267
1.3288485826428547,0.8010968802295793,1.1653182624763687,2.009681322560386,0.5824103170959267
1.054482523719411,0.396794934620047,1.3012924522238833,1.6930089541278228,0.23977851805085448
1.7440567830886096,-0.2713966269927326,3.728860966183518,4.464921839490925,0.6477988149528615
1.7336342465444243,-0.24378207308051358,3.63673753139523,4.445103600541071,0.6400411585085273
1.9506838373216002,0.1909341531165465,4.077442395506136,4.496788417217791,0.7670576912190938
1.9506239745476037,0.1909341531165465,4.077442395506136,4.496788417217791,0.7670576912190938
1.3026628949314336,-0.28798085009790864,2.330695635117186,3.0402696960257085,0.468324000894043
1.3019188861688953,-0.28801274283464995,2.3306592406738122,3.04026570121842,0.46831453167653425
2.2248596181419806,-1.8695690017018984,7.308113443464823,4.472687744856479,1.595900667095418
1.5021000024160989,-1.85720601010962,4.9363239632799605,2.7874223636144766,1.1122307915131717
2.2246180290897772,-1.8695690017018984,7.308113443464823,4.472687744856479,1.595900667095418
0.9171573201694461,-1.847198524930905,3.0166535545089097,1.4234113947630078,0.7207591358605145
0.916699797539609,-1.847198524930905,3.0166535545089097,1.4234113947630078,0.7207591358605145
0.685725697939402,-1.7280632068359312,1.7438943766956125,1.7610604962585992,0.37837590377505625
0.9954642424266478,-1.7974845825099899,2.6917967529601654,2.0268709783155217,0.7738577730428196
0.9954770701639326,-1.7974845825099899,2.6917967529601654,2.0268709783155217,0.7738577730428196
0.9902519051764491,-1.800496168079364,2.711472498908776,1.9903224864485143,0.7706417900462901
0.9815076642604037,-1.8049634292756895,2.613475910821144,1.8083670041489803,0.8327172454272267
1.3240488709419944,-1.8149959730332714,3.9282479242033226,1.6398021158748257,1.3037729396351558
0.6051846114383697,-1.2919915393273893,0.9072179686848294,-1.1128358243294256,1.0559682520306368
0.9565833707153564,-1.8183264859700525,2.4735392760513815,1.4179584828165126,0.9378835587355336
0.8166092394160067,-1.7283866903085872,2.3176118327245394,2.8602876485258566,0.18958929794822144
-0.6023437481182099,-1.1537547499773457,-3.0865717679220843,-3.2863026092849568,0.003081222584515597
-0.5054686761407527,-1.0941403908510599,-3.191342271782542,-2.940120599424743,0.11129899123513187
1.5097346440569774,-1.138808446709068,4.2462489224816515,4.070158978215838,0.5558752023310376
0.812562088302542,-1.6984895276667826,2.302189687345166,2.840337580935538,0.1748836031565819
0.8026654889870484,-1.7064444874309688,2.2745617555195228,2.822860299055753,0.16946839439356287
