GRDC_ID,c_best,c_lo95,c_hi95,c_std,s_best,s_lo95,s_hi95,s_std,mn_best,thresh_best,Npera_best,c_whole,s_whole,mn_whole,k_tail99,k_whole_lin,k_whole_log,mean_R_obs,return2_R_obs,return2_R_best,return2_R_whole,return2_R_k_tail99,return2_R_k_whole_lin,return2_R_k_whole_log
6984800.0,0.9171829566345754,0.005979588913643807,-0.006323786509948248,0.003163538982406638,0.9326273732113934,0.004082740774526306,0.0038675130674655778,0.00204187600575052,0.9714229219037822,0.5518367346938775,201.44444444444446,1.0600368436844283,1.0231465978089547,0.9999845568401711,9.505468276532604,9.085815761758147,5.466110431375165,1.577723116390595,7.5442827442827465,11.503592972494538,9.565484921353054,5.8586943715226125,6.0918561455329705,10.548949842929547
6985050.0,0.6198378897859776,0.003852882996886464,-0.003411047249444299,0.0018019402520218085,0.6193526941843643,0.005468441863785811,0.0048256887089477285,0.0026009374272955707,0.8943846613909707,0.22673469387755102,92.0,0.6747627991573711,0.7617897172697337,1.000022572737928,2.9112304209364974,11.313330820823563,4.062595935776665,4.730447780426519,71.15294117647059,61.427809456401356,58.97820108091775,95.18345415274919,15.291855784170545,49.313775045110624
6985100.0,0.8929417793182172,0.008177588025416571,-0.007460480628426636,0.0039347134260199566,0.8130568087367964,0.007749652702691789,0.007601967575580293,0.003852007071742888,0.8592101487927982,0.2146938775510204,87.0,1.0560880302500704,1.0217769464952666,1.0000092662002547,3.2365397762024677,12.069897319535137,5.93637659766028,5.9922725921781845,48.612765957446804,40.27655692118553,36.5237483278228,95.72400338386899,18.47898360214096,36.0686102934533
6985150.0,0.7079331120017888,0.0070049174323396635,-0.007036089209954466,0.003668843141788058,0.6874900074570914,0.008359296884812184,0.008878334650262998,0.004433816211592517,0.8610473264028986,0.2508163265306122,101.66666666666667,0.7648502622357516,0.8532836263477825,1.0000087613227417,2.4217256011236588,12.036629906171061,4.637445864711542,5.658203171739669,80.95462184873948,55.84947376029827,56.851404248625336,180.19154497312525,17.48308896335428,47.71791985541998
6985200.0,1.1352204212266264,0.005015362959156944,-0.005146101044871232,0.0026019003076367493,1.0703257123916576,0.0034449404308960485,0.003669946916216027,0.001829045374934426,1.0225473380796315,0.26285714285714284,106.55555555555556,1.133651997919685,1.0462858622043716,0.9999989939294498,5.248928510433847,8.172352931421473,6.024713995147206,6.400518282025589,36.45957446808511,36.0821484340076,35.35290264413739,45.183677943569464,27.23246213670284,37.83604035246083
6985300.0,1.1313734229729853,0.005584033388223331,-0.005134319253334407,0.0027081186011995466,0.9739393017094558,0.0027024820605040523,0.0026586078010637504,0.0013564867214084623,0.9314227281373963,0.4675510204081632,189.66666666666666,1.2222152929916035,1.0679807559463765,0.9999901872712846,3.3545877937499844,10.661358439823626,6.624907501248494,5.529853372434017,37.347096774193545,28.527276598082384,27.63624427839714,82.10595614251653,18.70352159882543,29.250878885407683
6985350.0,1.0974985782484157,0.011766217902694498,-0.011514023018971198,0.005979200010748836,0.7708915050138488,0.006218762528696575,0.006157585232652751,0.0032621415393108972,0.7444027199459122,0.26285714285714284,106.55555555555556,1.849956517058879,1.1258550487608905,0.9999999546718537,3.3946137169537294,16.75924635802688,8.927583453314886,4.5338277407149254,24.89890909090909,19.490373494953,14.14918662570087,65.74036956814979,11.35830180768269,17.780253140926376
6985360.0,0.8810788663626702,0.013300237430281192,-0.013195775117958886,0.006799567381358524,0.7039583128450027,0.009930572309886032,0.010270858788470782,0.005126456815936814,0.7495692501293236,0.27489795918367343,100.33333333333333,1.2340413464309719,1.0704512105503998,0.9999841354952614,2.6687783999770707,14.916409121752466,6.4947428396035,4.697570515885088,48.26609808102345,28.12621348153056,23.185661557262744,116.26384212508937,12.59945997468129,25.414403638047578
6990100.0,0.6533437071991753,0.03842583147201262,-0.04405159110407464,0.021010704114239994,0.7376418856431558,0.11172449250382355,0.13088348250055382,0.06186470061318752,1.002124693033414,0.01,4.0,0.7358061178096065,0.8264977078929776,1.0000021379552608,3.613083543908291,8.216855747735211,4.314825806709055,1.4462849227713457,20.241214750542298,19.136020444714227,15.514530834475117,18.58899794218778,6.121815858927145,13.649365959275839
6990150.0,1.5554324432629454,0.028481785033249718,-0.027719928083109746,0.014426991909889457,0.8844266903292617,0.007914467167005945,0.007927812510464483,0.0041724172232775756,0.795155289571384,0.31102040816326526,126.11111111111111,2.677134980484408,1.1248223035595495,0.9999989900213876,3.658733373949485,19.999999594545034,13.217238558324684,4.417905436529464,17.764485981308408,13.137242587292448,10.052483470591314,55.46580481478112,10.080151119723483,12.798881029318615
6990300.0,0.7780986964781292,0.007897305521594622,-0.007249541632275647,0.003853053503494853,0.8431857374079995,0.010503035087090162,0.010256220941230132,0.005299911792081243,0.975106050309718,0.17857142857142855,81.5,0.8303575112397943,0.9054575652354228,0.9999786509959182,3.4935721775566657,8.030663485674863,4.502205903166373,0.6063150136655373,6.05607476635514,5.772391447962983,5.3216518854656165,8.309548482919224,2.6234088432735616,5.35043728071339
6990500.0,0.9791353596905875,0.01619779751296857,-0.01529584925854266,0.008157281602641555,0.9854217525934573,0.01881132133365293,0.01796826269925711,0.009658007621466935,0.9944847079679972,0.10632653061224488,38.77777777777778,1.0252285437796667,1.0102390230251288,0.9999794761511652,4.387282339773749,10.022211060435597,5.466804090504975,1.1097067515344399,8.327710843373495,7.506138125758569,7.0567791052388715,10.197964135683403,3.943055254567845,7.418465493387253
