Lat,Lon
40.5174731041692,40.5090005048639
40.51718425085,40.5015894351677
40.5179922337056,40.5015353196855
40.5179509291121,40.5004765915766
40.5187589106229,40.5004224612702
40.5187175951918,40.4993637227224
40.5203335553496,40.4992554302657
40.5200440602701,40.4918441450256
40.5208520318774,40.4917899070766
40.5206035092157,40.4854373867611
40.5214114736002,40.4853830708183
40.5213700181498,40.4843243124982
40.5229859440458,40.4842156487447
40.5229444765771,40.4831568673595
40.5237524380883,40.4831025195472
40.5236694717979,40.4809849381148
40.5244774307821,40.4809305628325
40.5244359319598,40.4798717627862
40.5260518470526,40.4797629803432
40.5260103362086,40.4787041572308
40.5276262482513,40.4785953407021
40.5275847253844,40.4775364945226
40.5283926799672,40.4774820703155
40.5283511462544,40.4764232137046
40.5307750054252,40.4762598899416
40.5308165426721,40.4773187844644
40.5324324502725,40.4772099162045
40.5324739802062,40.4782688382098
40.5348978438361,40.4781055571989
40.5349393676331,40.4791645193292
40.5381711880826,40.4789468310087
40.5381296595746,40.4778878183112
40.5397455664004,40.4777789356341
40.5397870972641,40.4788379736183
40.5430189135401,40.4786202323732
40.5429773779647,40.4775611438096
40.543785330421,40.4775066903382
40.5437437839942,40.4764475913348
40.5445517350982,40.4763931230106
40.5445101778195,40.4753340135675
40.5461260771483,40.4752250450038
40.5460845078383,40.4741659124739
40.5477004041132,40.4740569097835
40.5476588227707,40.4729977541658
40.5492747159909,40.472888717344
40.5492331226147,40.4718295386372
40.5516569576006,40.4716659288858
40.5516153510098,40.4706067144383
40.5524232944769,40.4705521607838
40.55238167703,40.4694929358956
40.5539975610813,40.4693837966515
40.5539559315974,40.468324548671
40.5555718125907,40.4682153752768
40.5555301710686,40.4671561042027
40.5579539877092,40.4669922895605
40.5579123329665,40.4659329827375
40.5643758268896,40.4654959450727
40.5644174910831,40.4665553531482
40.5660333651837,40.4664460969121
40.5660750220596,40.4675055325196
40.5668829600298,40.467450913741
40.5669246084061,40.4685103642217
40.5677325473829,40.4684557558904
40.567774187259,40.4695152212446
40.5685821272424,40.4694606233616
40.5686237586177,40.4705201035895
40.5710475810641,40.4703563346521
40.5710059461471,40.4692968164372
40.5734297634837,40.4691329895978
40.5733881153416,40.4680734356045
40.5766198646269,40.4678549181726
40.5765782020766,40.4667953157313
40.5773861377809,40.4667406681718
40.5773027812644,40.4646214446
40.5781107144307,40.4645667694918
40.5780690204638,40.4635071483622
40.5788769522736,40.4634524583709
40.5788352474396,40.4623928267902
40.5796431778924,40.4623381219147
40.5796848839089,40.4633977661632
40.5804928153698,40.4633430717391
40.5805762007118,40.465462392222
40.5830000011412,40.4652983716669
40.5830416828294,40.4663580732409
40.583849617139,40.4663034079617
40.5838079342689,40.4652436937171
40.5846158672223,40.4651890135512
40.5845324700581,40.4630695663683
40.5853404004724,40.4630148586433
40.5852569621956,40.4608953949859
40.5860648900698,40.4608406597001
40.5859814106787,40.4587211795722
40.5867893360114,40.4586664167238
40.5867475806014,40.4576066673165
40.5875555045757,40.4575518895762
40.5874719623255,40.4554323720771
40.5882798837565,40.455377566771
40.5882380969155,40.4543177986801
40.5890460169871,40.4542629784797
40.5890042192735,40.4532031999372
40.5898121379853,40.4531483648414
40.5897285111238,40.4510287890768
40.5913443432811,40.4509190615211
40.5913025129465,40.4498592516254
40.592110427577,40.4498043718373
40.5920685863677,40.448744551491
40.5936844127317,40.4486347598911
40.5936425594605,40.4475749164187
40.5952583827519,40.4474650905663
40.5952165174178,40.4464052239666
40.5960244276143,40.4463502950249
40.5959825514033,40.4452904179743
40.5967904602376,40.4452354741289
40.5967485731493,40.4441755866276
40.5975564806211,40.4441206278774
40.5975145826549,40.4430607299257
40.5983224887638,40.4430057562697
40.5982805799192,40.4419458478677
40.5998963892358,40.4418358685135
40.5998544683238,40.4407759369823
40.6079334925173,40.440225779649
40.6078915500256,40.4391657235286
40.610315250302,40.4390005947867
40.6102732945486,40.4379405028419
40.6118890914783,40.4378303804859
40.6118471236512,40.4367702654002
40.6134629175007,40.4366601087423
40.6135048877072,40.4377202492025
40.6183522721892,40.43738980178
40.6183942398377,40.4384500206086
40.6208179332824,40.4382848048329
40.6207759620648,40.4372245479293
40.6231996503634,40.4370592739819
40.6232416251503,40.4381195689653
40.6240495220892,40.4380644858773
40.6240914883668,40.4391247957878
40.6248993863201,40.4390697231618
40.6249413440878,40.4401300479996
40.6257492430552,40.4400749858367
40.6257911923125,40.441135325602
40.6265990922938,40.4410802739031
40.6266410330401,40.4421406285962
40.6282568348551,40.4420305438973
40.6282987682784,40.4430909262156
40.6307224732535,40.4429258205271
40.6307644005411,40.4439862431715
40.6323802053593,40.4438761869565
40.6324640355817,40.4459970897361
40.6332719401044,40.4459420836837
40.6333138418498,40.4470025511192
40.6341217473851,40.4469475555382
40.6341636406153,40.4480080379046
40.6349715471631,40.447953052796
40.6350553068885,40.4500740496192
40.6358632156355,40.4500190876867
40.6359887860072,40.4532006377392
40.6367966981385,40.4531457116885
40.636880365572,40.455266781598
40.6376882799,40.4552118787289
40.637771910887,40.4573329829498
40.6385798274108,40.4572781032645
40.6386634219486,40.4593992417946
40.6394713406671,40.4593443852955
40.6395131245628,40.4604049706023
40.640321044291,40.4603501245854
40.6404045853342,40.4624713272817
40.6412125072556,40.4624165044549
40.6412542644022,40.4634771218441
40.6469097212488,40.463093388781
40.6468679558165,40.4620326824283
40.6476758763409,40.4619778418176
40.647717642957,40.4630385608814
40.6485255644906,40.4629837307589
40.648567322582,40.4640444647573
40.6501831674925,40.463934823268
40.6502249182419,40.4649955849142
40.6510328416186,40.4649407735488
40.6510745838418,40.4660015501306
40.6518825082271,40.465946749257
40.6519242419236,40.4670075407747
40.6535400925363,40.4668979577912
40.6535818188881,40.4679587769601
40.6551976711679,40.4678492105222
40.655239390174,40.4689100573444
40.6560473172346,40.4688552835103
40.6560890277118,40.4699161452703
40.6568969557801,40.4698613819328
40.6569386577277,40.4709222586306
40.6577465868035,40.4708675057907
40.6578299639265,40.4729892912823
40.6586378951909,40.4729345616597
40.6587628915767,40.4761172946956
40.6595708262094,40.4760626010124
40.6597373568002,40.4803063269837
40.6605452959785,40.4802516819643
40.6605869055228,40.4813126317182
40.6622027857155,40.4812033604746
40.6622443879045,40.4822643378867
40.6630523289187,40.4822097116641
40.6631355065118,40.4843316985774
40.6639434497092,40.4842770955856
40.6640265908009,40.4863991168013
40.6656424813863,40.4862899550706
40.6656840397155,40.4873509944464
40.6697237690226,40.4870781150144
40.6698068683094,40.4892003276637
40.6706148160038,40.4891457705929
40.6705732700415,40.4880846504342
40.6738050543695,40.4878663491106
40.6737634939789,40.4868051802499
40.6818429308369,40.4862591446728
40.6818845030072,40.487320440857
40.6835003906461,40.4872112326378
40.6835835105345,40.4893338825907
40.6843914564483,40.4892793006321
40.6844330029874,40.4903406416656
40.6852409499047,40.4902860702303
40.6853240161708,40.4924087844103
40.6861319652681,40.4923542362372
40.6862564952783,40.4955383623106
40.6870644477306,40.4954838501406
40.6871059394642,40.4965452426592
40.693569562231,40.4961091676286
40.6936110536466,40.4971706642858
40.6952269599514,40.4970616489063
40.6952684439926,40.4981231732615
40.6968843519531,40.4980141745283
40.6969258286189,40.4990757265835
40.6977337835138,40.4990212366468
40.697775251628,40.5000828036576
40.6985832075242,40.5000283242571
40.6988318189863,40.5063978491846
40.7069114388467,40.5058536985943
40.7069528517774,40.5069154213058
40.7118006224005,40.5065889015163
40.7117592024285,40.5055271022817
40.7133751222332,40.5054182191795
40.7134165445525,40.506480043926
40.7158404264782,40.5063167409811
40.7157990006378,40.505254877963
40.7174149187057,40.5051459727752
40.7173734807838,40.5040840864491
40.7189893958087,40.5039751469068
40.7189479458041,40.5029132372716
40.7197559018816,40.5028587514259
40.7196729703198,40.5007349132665
40.7204809238737,40.5006803996897
40.7204394423158,40.4996184711664
40.7220553465515,40.4995094118566
40.7220138529077,40.4984474600232
40.7236297540967,40.498338366341
40.7235882483658,40.4972763911965
40.7252041465073,40.4971672631372
40.7251626286881,40.4961052646804
40.7259705763217,40.496050684567
40.7259290475898,40.4949886755607
40.729968777265,40.4947156779542
40.729927232912,40.493653607338
40.730735177148,40.4935989884052
40.7306520568741,40.4914748282878
40.7314599985812,40.4914201816055
40.7314184226595,40.4903580921051
40.7322263630146,40.4903034304387
40.7321431796005,40.4881792325567
40.7329511174248,40.4881245431377
40.7329095099316,40.4870624347568
40.7337174464029,40.4870077303513
40.7336758279923,40.4859456114218
40.7344837631102,40.4858908920287
40.7344004947141,40.4837666352933
40.7352084272987,40.4837118881429
40.7351667773125,40.4826497503378
40.7359747085428,40.4825949881973
40.7359330476373,40.4815328398449
40.7367409775131,40.4814780627133
40.7366993056878,40.4804159038136
40.7391230907271,40.4802515207739
40.7390814056197,40.4791893257862
40.7455448152689,40.4787507710061
40.7454196731476,40.4755638928368
40.7462275950236,40.4755090251549
40.7461858603163,40.4744467241081
40.74780170118,40.4743369565144
40.7477599543652,40.4732746321428
40.7493757921653,40.4731648300886
40.7493340332417,40.4721024823911
40.7501419506968,40.4720475652454
40.7501001808466,40.4709852069986
40.7517160128664,40.4708753404668
40.7516742309055,40.4698129588927
40.7524821454698,40.4697580095049
40.7524403525808,40.4686956173815
40.7540561788175,40.4685856863588
40.7539725590693,40.4664608576854
40.7547804695568,40.4664058632688
40.7547386438807,40.4653434394988
40.7587781877716,40.4650683700376
40.7587363464249,40.4640058845929
40.7603521603868,40.4638958156167
40.7603103069229,40.4628333068389
40.766773546289,40.4623928393198
40.7668154092381,40.4634554503821
40.7684312197018,40.4633453367369
40.7683893543811,40.4622827000983
40.770813065207,40.4621174745065
40.7707711865784,40.4610548017345
40.7764264974106,40.4606691075844
40.7763846007259,40.4596063475052
40.7796161983184,40.459385850477
40.7795742871336,40.4583230414564
40.780382184907,40.4582678988112
40.7803402627817,40.4572050792324
40.7811481591927,40.4571499215533
40.7810642833064,40.4550242635187
40.7826800708517,40.4549138902581
40.7826381159017,40.4538510390062
40.7842539003697,40.453740631192
40.7842119332885,40.4526777565849
40.7850198240711,40.4526225365191
40.7849778460465,40.4515596513544
40.7857857354649,40.451504416249
40.7857437464964,40.450441520527
40.7873595224288,40.4503310179926
40.7873175213263,40.4492680989138
40.7889332941783,40.4491575618099
40.7888912809408,40.4480946193732
40.7905070507116,40.4479840476949
40.7904650253377,40.4469210818992
40.7928886751077,40.4467551691466
40.7928466364059,40.4456921671879
40.7936545181211,40.4456368456447
40.7936965580135,40.4466998604069
40.796928087882,40.4464786030015
40.7968860432272,40.4454155370203
40.797693924065,40.4453602042507
40.7976518684606,40.4442971277092
40.7984597479319,40.4442417798876
40.7984176813774,40.4431786927858
40.7992255594819,40.4431233299111
40.7991834819768,40.4420602322493
40.7999913587141,40.4420048543205
40.7999492702579,40.4409417460989
40.8023728958405,40.4407755604027
40.8023307940482,40.4397124160049
40.8031386676989,40.4396570034673
40.8030965549538,40.4385938485092
40.804712299343,40.4384829910676
40.8046701744518,40.4374198127396
